student_id,week,policy,is_treatment_week,analysis_keep,ai_asgn_score,gemini_asgn_score,asgn_score,combined_asgn_score,combined_gemini_asgn_score,combined_all_asgn_score,min_asgn_score,max_asgn_score,ai_memo_score,gemini_memo_score,memo_score,combined_memo_score,combined_gemini_memo_score,combined_all_memo_score,min_memo_score,max_memo_score
student_035,4,DEFAULT,FALSE,TRUE,8.63,10,9,8.815000000000001,9.5,9.21,8.63,9,NA,NA,NA,NA,NA,NA,NA,NA
student_035,5,QUESTIONING_ORIENTED,TRUE,TRUE,9.24,10,8.5,8.870000000000001,9.25,9.246666666666668,8.5,9.24,7.1,7,8.5,7.8,7.75,7.533333333333334,7.1,8.5
student_035,6,DEFAULT,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,7.9,9,9.8,8.850000000000001,9.4,8.9,7.9,9.8
student_035,7,DEFAULT,FALSE,TRUE,8.61,7.78,9,8.805,8.39,8.463333333333333,8.61,9,NA,NA,NA,NA,NA,NA,NA,NA
student_035,8,DEFAULT,FALSE,TRUE,9.17,9.79,9,9.085,9.395,9.32,9,9.17,8,7.5,5,6.5,6.25,6.833333333333333,5,8
student_035,9,NOVELTY_BIASED,TRUE,TRUE,8.9,10,10,9.45,10,9.633333333333333,8.9,10,7.5,7.8,8.5,8,8.15,7.933333333333334,7.5,8.5
student_036,1,DEFAULT,FALSE,TRUE,6.94,8.89,9,7.970000000000001,8.945,8.276666666666667,6.94,9,NA,NA,NA,NA,NA,NA,NA,NA
student_036,2,DEFAULT,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,5.5,6,7.4,6.45,6.7,6.3,5.5,7.4
student_036,3,DEFAULT,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
student_036,4,QUESTIONING_ORIENTED,TRUE,TRUE,8.5,9.42,8,8.25,8.71,8.64,8,8.5,NA,NA,NA,NA,NA,NA,NA,NA
student_036,5,DEFAULT,FALSE,TRUE,NA,NA,9,9,9,9,9,9,8.2,6,NA,8.2,6,7.1,8.2,8.2
student_036,6,DEFAULT,FALSE,TRUE,7.5,10,9,8.25,9.5,8.833333333333334,7.5,9,8.9,8.5,9.5,9.2,9,8.966666666666667,8.9,9.5
student_036,7,DEFAULT,FALSE,TRUE,NA,NA,0,NA,NA,NA,NA,NA,7.5,5.5,NA,7.5,5.5,6.5,7.5,7.5
student_036,8,DEFAULT,FALSE,TRUE,8.75,10,7,7.875,8.5,8.583333333333334,7,8.75,NA,NA,NA,NA,NA,NA,NA,NA
student_036,9,NEUTRAL,TRUE,TRUE,9.22,10,9,9.11,9.5,9.406666666666666,9,9.22,8,6.5,7.5,7.75,7,7.333333333333333,7.5,8
student_037,1,DEFAULT,FALSE,TRUE,7.5,10,6,6.75,8,7.833333333333333,6,7.5,NA,NA,NA,NA,NA,NA,NA,NA
student_037,2,DEFAULT,FALSE,TRUE,7.78,9.58,8,7.890000000000001,8.79,8.453333333333333,7.78,8,7.1,10,9.4,8.25,9.7,8.833333333333334,7.1,9.4
student_037,3,QUESTIONING_ORIENTED,TRUE,TRUE,7.4,9.38,10,8.7,9.69,8.926666666666668,7.4,10,7.7,7.5,10,8.85,8.75,8.4,7.7,10
student_037,4,DEFAULT,FALSE,TRUE,7.71,10,9,8.355,9.5,8.903333333333334,7.71,9,7.8,9,6,6.9,7.5,7.6,6,7.8
student_037,5,NOVELTY_BIASED,TRUE,TRUE,8.61,9.72,8,8.305,8.86,8.776666666666666,8,8.61,7.8,8.5,9,8.4,8.75,8.433333333333334,7.8,9
student_037,6,DEFAULT,FALSE,TRUE,NA,NA,9,9,9,9,9,9,7.6,9,9.8,8.7,9.4,8.799999999999999,7.6,9.8
student_037,7,DEFAULT,FALSE,TRUE,7.22,8.61,8,7.609999999999999,8.305,7.9433333333333325,7.22,8,NA,NA,10,10,10,10,10,10
student_037,8,DEFAULT,FALSE,TRUE,5.83,7.29,8,6.915,7.645,7.04,5.83,8,6.7,5,7,6.85,6,6.233333333333333,6.7,7
student_037,9,DEFAULT,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
student_038,1,DEFAULT,FALSE,TRUE,8.89,9.44,8,8.445,8.719999999999999,8.776666666666666,8,8.89,NA,NA,NA,NA,NA,NA,NA,NA
student_038,2,NOVELTY_BIASED,TRUE,TRUE,7.36,9.72,9,8.18,9.36,8.693333333333333,7.36,9,6.5,5.5,9.5,8,7.5,7.166666666666667,6.5,9.5
student_038,3,DEFAULT,FALSE,TRUE,7.71,9.38,10,8.855,9.69,9.03,7.71,10,6.5,8.5,8,7.25,8.25,7.666666666666667,6.5,8
student_038,4,DEFAULT,FALSE,TRUE,8.54,10,10,9.27,10,9.513333333333334,8.54,10,6.8,4,8.8,7.800000000000001,6.4,6.533333333333334,6.8,8.8
student_038,5,DEFAULT,FALSE,TRUE,7.22,7.98,8.5,7.859999999999999,8.24,7.9,7.22,8.5,7.7,8,8.5,8.1,8.25,8.066666666666666,7.7,8.5
student_038,6,DEFAULT,FALSE,TRUE,9.69,10,9.5,9.595,9.75,9.73,9.5,9.69,7.4,5.5,9,8.2,7.25,7.3,7.4,9
student_038,7,NEUTRAL,TRUE,TRUE,8.05,9.17,10,9.025,9.585,9.073333333333332,8.05,10,4.7,5,8,6.35,6.5,5.8999999999999995,4.7,8
student_038,8,DEFAULT,FALSE,TRUE,NA,NA,0,NA,NA,NA,NA,NA,7.2,6.5,8,7.6,7.25,7.233333333333333,7.2,8
student_038,9,DEFAULT,FALSE,TRUE,8.91,10,10,9.455,10,9.636666666666668,8.91,10,6.8,7,8,7.4,7.5,7.266666666666667,6.8,8
student_039,1,DEFAULT,FALSE,TRUE,9.72,10,9,9.36,9.5,9.573333333333332,9,9.72,NA,NA,NA,NA,NA,NA,NA,NA
student_039,2,DEFAULT,FALSE,TRUE,7.43,10,10,8.715,10,9.143333333333333,7.43,10,6.5,7.5,7.2,6.85,7.35,7.066666666666666,6.5,7.2
student_039,3,QUESTIONING_ORIENTED,TRUE,TRUE,8.02,9.38,9,8.51,9.19,8.799999999999999,8.02,9,7,7,10,8.5,8.5,8,7,10
student_039,4,DEFAULT,FALSE,TRUE,7.71,10,10,8.855,10,9.236666666666666,7.71,10,7.2,6,9.6,8.4,7.8,7.6,7.2,9.6
student_039,5,DEFAULT,FALSE,TRUE,8.96,10,9.5,9.23,9.75,9.486666666666666,8.96,9.5,7,7.5,9,8,8.25,7.833333333333333,7,9
student_039,6,DEFAULT,FALSE,TRUE,8.44,10,10,9.22,10,9.48,8.44,10,7.1,6.5,8.9,8,7.7,7.5,7.1,8.9
student_039,7,DEFAULT,FALSE,TRUE,7.22,7.78,10,8.61,8.89,8.333333333333334,7.22,10,6,7,9.4,7.7,8.2,7.466666666666666,6,9.4
student_039,8,DEFAULT,FALSE,TRUE,NA,NA,0,NA,NA,NA,NA,NA,7,8.5,10,8.5,9.25,8.5,7,10
student_039,9,NOVELTY_BIASED,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,6.8,7.5,8.5,7.65,8,7.6,6.8,8.5
student_040,1,DEFAULT,FALSE,TRUE,NA,NA,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA
student_040,2,DEFAULT,FALSE,TRUE,8.33,0,NA,8.33,NA,8.33,8.33,8.33,7.2,6,8.8,8,7.4,7.333333333333333,7.2,8.8
student_040,3,DEFAULT,FALSE,TRUE,7.87,8.44,7.5,7.685,7.97,7.936666666666667,7.5,7.87,7.6,6,7,7.3,6.5,6.866666666666667,7,7.6
student_040,4,DEFAULT,FALSE,TRUE,7.38,10,10,8.69,10,9.126666666666669,7.38,10,7,6.5,9.8,8.4,8.15,7.766666666666667,7,9.8
student_040,5,DEFAULT,FALSE,TRUE,9.45,8.68,10,9.725,9.34,9.376666666666669,9.45,10,7.4,7,8.5,7.95,7.75,7.633333333333333,7.4,8.5
student_040,6,DEFAULT,FALSE,TRUE,10,10,9.5,9.75,9.75,9.833333333333334,9.5,10,7.7,9,9.7,8.7,9.35,8.799999999999999,7.7,9.7
student_040,7,QUESTIONING_ORIENTED,TRUE,TRUE,9.72,10,10,9.86,10,9.906666666666666,9.72,10,8.6,9.2,9.8,9.2,9.5,9.2,8.6,9.8
student_040,8,DEFAULT,FALSE,TRUE,NA,NA,0,NA,NA,NA,NA,NA,7.4,7,9,8.2,8,7.8,7.4,9
student_040,9,NEUTRAL,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,8,8,9.5,8.75,8.75,8.5,8,9.5
student_042,1,DEFAULT,FALSE,TRUE,7.22,9.72,8,7.609999999999999,8.86,8.313333333333333,7.22,8,NA,NA,NA,NA,NA,NA,NA,NA
student_042,2,DEFAULT,FALSE,TRUE,6.88,0,NA,6.88,NA,6.88,6.88,6.88,4.6,5,8.1,6.35,6.55,5.8999999999999995,4.6,8.1
student_042,3,DEFAULT,FALSE,TRUE,4.33,6.88,10,7.165,8.44,7.07,4.33,10,5.9,6,8,6.95,7,6.633333333333333,5.9,8
student_042,4,RELIABILITY_BIASED,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,5.2,4.5,7,6.1,5.75,5.566666666666666,5.2,7
student_042,5,DEFAULT,FALSE,TRUE,7.78,9.72,7.5,7.640000000000001,8.61,8.333333333333334,7.5,7.78,3,4,7.5,5.25,5.75,4.833333333333333,3,7.5
student_042,6,DEFAULT,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,4.7,4,7.5,6.1,5.75,5.3999999999999995,4.7,7.5
student_042,7,NEUTRAL,TRUE,TRUE,2.22,3.06,3,2.6100000000000003,3.03,2.76,2.22,3,5.6,5.5,7.4,6.5,6.45,6.166666666666667,5.6,7.4
student_042,8,DEFAULT,FALSE,TRUE,8.96,9.58,8.5,8.73,9.04,9.013333333333334,8.5,8.96,5.8,5,6,5.9,5.5,5.6000000000000005,5.8,6
student_042,9,DEFAULT,FALSE,TRUE,5.42,6.88,10,7.71,8.44,7.433333333333334,5.42,10,6.6,8,7.5,7.05,7.75,7.366666666666667,6.6,7.5
student_043,1,DEFAULT,FALSE,TRUE,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
student_043,2,DEFAULT,FALSE,TRUE,5.83,8.61,9,7.415,8.805,7.813333333333333,5.83,9,6,7,8.3,7.15,7.65,7.1000000000000005,6,8.3
student_043,3,QUESTIONING_ORIENTED,TRUE,TRUE,6.72,7.66,8,7.359999999999999,7.83,7.46,6.72,8,7.3,6,8,7.65,7,7.1000000000000005,7.3,8
student_043,4,DEFAULT,FALSE,TRUE,9.42,10,10,9.71,10,9.806666666666668,9.42,10,8.5,7,9.8,9.15,8.4,8.433333333333334,8.5,9.8
student_043,5,DEFAULT,FALSE,TRUE,10,10,9.5,9.75,9.75,9.833333333333334,9.5,10,7.2,7,8.5,7.85,7.75,7.566666666666666,7.2,8.5
student_043,6,NEUTRAL,TRUE,TRUE,7.19,10,9,8.095,9.5,8.73,7.19,9,6.7,5,8.5,7.6,6.75,6.733333333333333,6.7,8.5
student_043,7,DEFAULT,FALSE,TRUE,8.61,8.61,10,9.305,9.305,9.073333333333332,8.61,10,7.3,7,9.2,8.25,8.1,7.833333333333333,7.3,9.2
student_043,8,DEFAULT,FALSE,TRUE,NA,NA,0,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7
student_043,9,DEFAULT,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,6.7,3.5,8.5,7.6,6,6.233333333333333,6.7,8.5
student_044,1,DEFAULT,FALSE,TRUE,8.75,8.47,7,7.875,7.735,8.073333333333332,7,8.75,NA,NA,NA,NA,NA,NA,NA,NA
student_044,2,DEFAULT,FALSE,TRUE,9.03,9.24,9.5,9.265,9.37,9.256666666666668,9.03,9.5,7.5,8,8.5,8,8.25,8,7.5,8.5
student_044,3,QUESTIONING_ORIENTED,TRUE,TRUE,8.7,8.75,10,9.35,9.375,9.15,8.7,10,7.6,6.5,8,7.8,7.25,7.366666666666667,7.6,8
student_044,4,DEFAULT,FALSE,TRUE,9.83,10,10,9.915,10,9.943333333333332,9.83,10,7.3,8,9.8,8.55,8.9,8.366666666666667,7.3,9.8
student_044,5,DEFAULT,FALSE,TRUE,10,10,9,9.5,9.5,9.666666666666666,9,10,7.9,7.5,8.5,8.2,8,7.966666666666666,7.9,8.5
student_044,6,DEFAULT,FALSE,TRUE,9.38,10,10,9.69,10,9.793333333333337,9.38,10,6.8,9,9.5,8.15,9.25,8.433333333333334,6.8,9.5
student_044,7,DEFAULT,FALSE,TRUE,7.78,8.61,8,7.890000000000001,8.305,8.13,7.78,8,6.3,7.3,8.5,7.4,7.9,7.366666666666667,6.3,8.5
student_044,8,DEFAULT,FALSE,TRUE,9.17,10,9,9.085,9.5,9.39,9,9.17,8,9.5,10,9,9.75,9.166666666666666,8,10
student_044,9,RELIABILITY_BIASED,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,8.3,9,9,8.65,9,8.766666666666667,8.3,9
student_045,1,DEFAULT,FALSE,TRUE,7.78,7.22,10,8.89,8.61,8.333333333333334,7.78,10,NA,NA,NA,NA,NA,NA,NA,NA
student_045,2,RELIABILITY_BIASED,TRUE,TRUE,6.25,9.37,7.5,6.875,8.434999999999999,7.706666666666666,6.25,7.5,6,7.5,9.7,7.85,8.6,7.733333333333333,6,9.7
student_045,3,DEFAULT,FALSE,TRUE,7.45,9.38,10,8.725,9.69,8.943333333333333,7.45,10,6.3,7,10,8.15,8.5,7.766666666666667,6.3,10
student_045,4,DEFAULT,FALSE,TRUE,7.79,8.96,10,8.895,9.48,8.916666666666666,7.79,10,7.3,7.5,8.8,8.05,8.15,7.866666666666667,7.3,8.8
student_045,5,DEFAULT,FALSE,TRUE,8.19,9.58,9,8.594999999999999,9.29,8.923333333333332,8.19,9,7,7,9,8,8,7.666666666666667,7,9
student_045,6,DEFAULT,FALSE,TRUE,0,0,0,NA,NA,NA,NA,NA,7.6,8.5,9.6,8.6,9.05,8.566666666666666,7.6,9.6
student_045,7,DEFAULT,FALSE,TRUE,8.33,8.89,10,9.165,9.445,9.073333333333332,8.33,10,8,7.5,9.8,8.9,8.65,8.433333333333334,8,9.8
student_045,8,NEUTRAL,TRUE,TRUE,0,0,0,NA,NA,NA,NA,NA,8.6,8.5,9,8.8,8.75,8.700000000000001,8.6,9
student_045,9,DEFAULT,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,7.9,7,9,8.45,8,7.966666666666666,7.9,9
student_046,1,DEFAULT,FALSE,TRUE,9.44,10,7,8.219999999999999,8.5,8.813333333333333,7,9.44,NA,NA,NA,NA,NA,NA,NA,NA
student_046,2,DEFAULT,FALSE,TRUE,8.33,10,10,9.165,10,9.443333333333332,8.33,10,6.6,7.5,9.3,7.95,8.4,7.8,6.6,9.3
student_046,3,DEFAULT,FALSE,TRUE,6.98,9.06,10,8.49,9.53,8.68,6.98,10,7.9,7,9,8.45,8,7.966666666666666,7.9,9
student_046,4,QUESTIONING_ORIENTED,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,8.2,8,9.4,8.8,8.7,8.533333333333333,8.2,9.4
student_046,5,DEFAULT,FALSE,TRUE,8.68,8.89,8.5,8.59,8.695,8.69,8.5,8.68,7,8,9,8,8.5,8,7,9
student_046,6,NOVELTY_BIASED,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,7.9,7.5,9.4,8.65,8.45,8.266666666666667,7.9,9.4
student_046,7,DEFAULT,FALSE,TRUE,NA,NA,0,NA,NA,NA,NA,NA,6.7,4,NA,6.7,4,5.35,6.7,6.7
student_046,8,DEFAULT,FALSE,TRUE,8.75,8.12,7,7.875,7.56,7.956666666666666,7,8.75,7.7,6.5,5,6.35,5.75,6.3999999999999995,5,7.7
student_046,9,DEFAULT,FALSE,TRUE,7.97,7.65,9.5,8.735,8.575,8.373333333333333,7.97,9.5,7.2,7.5,8.5,7.85,8,7.733333333333333,7.2,8.5
student_049,1,DEFAULT,FALSE,TRUE,8.06,9.72,10,9.03,9.86,9.26,8.06,10,NA,NA,NA,NA,NA,NA,NA,NA
student_049,2,DEFAULT,FALSE,TRUE,7.29,8.47,9.5,8.395,8.985,8.42,7.29,9.5,6.9,5,8.4,7.65,6.7,6.766666666666667,6.9,8.4
student_049,3,NOVELTY_BIASED,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,7,7,6,6.5,6.5,6.666666666666667,6,7
student_049,4,DEFAULT,FALSE,TRUE,9.31,10,10,9.655,10,9.77,9.31,10,6.3,6.5,8.4,7.35,7.45,7.066666666666666,6.3,8.4
student_049,5,RELIABILITY_BIASED,TRUE,TRUE,8.68,10,10,9.34,10,9.56,8.68,10,7.5,7.5,9,8.25,8.25,8,7.5,9
student_049,6,DEFAULT,FALSE,TRUE,9.69,10,10,9.845,10,9.896666666666668,9.69,10,7.6,7,8.4,8,7.7,7.666666666666667,7.6,8.4
student_049,7,DEFAULT,FALSE,TRUE,9.17,10,10,9.585,10,9.723333333333334,9.17,10,5.8,5,9,7.4,7,6.6000000000000005,5.8,9
student_049,8,DEFAULT,FALSE,TRUE,9.17,10,10,9.585,10,9.723333333333334,9.17,10,8.6,8,4,6.3,6,6.866666666666667,4,8.6
student_049,9,DEFAULT,FALSE,TRUE,8.75,10,10,9.375,10,9.583333333333334,8.75,10,7,7.5,9,8,8.25,7.833333333333333,7,9
student_050,1,DEFAULT,FALSE,TRUE,10,10,7,8.5,8.5,9,7,10,NA,NA,NA,NA,NA,NA,NA,NA
student_050,2,DEFAULT,FALSE,TRUE,7.71,8.82,8,7.855,8.41,8.176666666666668,7.71,8,4,4.5,9.5,6.75,7,6,4,9.5
student_050,3,DEFAULT,FALSE,TRUE,6.98,9.38,10,8.49,9.69,8.786666666666667,6.98,10,7.6,7,4,5.8,5.5,6.2,4,7.6
student_050,4,DEFAULT,FALSE,TRUE,8.96,10,10,9.48,10,9.653333333333334,8.96,10,8,8,9.8,8.9,8.9,8.6,8,9.8
student_050,5,RELIABILITY_BIASED,TRUE,TRUE,9.52,10,9,9.26,9.5,9.506666666666666,9,9.52,7.6,7,8.5,8.05,7.75,7.7,7.6,8.5
student_050,6,DEFAULT,FALSE,TRUE,9.38,10,9,9.19,9.5,9.46,9,9.38,7.4,8.8,9.3,8.350000000000001,9.05,8.500000000000002,7.4,9.3
student_050,7,DEFAULT,FALSE,TRUE,7.22,8.33,10,8.61,9.165,8.516666666666666,7.22,10,6,7,9.8,7.9,8.4,7.6,6,9.8
student_050,8,QUESTIONING_ORIENTED,TRUE,TRUE,9.38,10,10,9.69,10,9.793333333333337,9.38,10,4.9,4.5,6,5.45,5.25,5.133333333333334,4.9,6
student_050,9,DEFAULT,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,4.9,4.5,7,5.95,5.75,5.466666666666666,4.9,7
student_052,1,DEFAULT,FALSE,TRUE,8.61,10,10,9.305,10,9.536666666666669,8.61,10,NA,NA,NA,NA,NA,NA,NA,NA
student_052,2,DEFAULT,FALSE,TRUE,7.5,7.92,10,8.75,8.96,8.473333333333334,7.5,10,5.6,7.5,7.4,6.5,7.45,6.833333333333333,5.6,7.4
student_052,3,DEFAULT,FALSE,TRUE,7.29,8.9,10,8.645,9.45,8.729999999999999,7.29,10,5,5,10,7.5,7.5,6.666666666666667,5,10
student_052,4,QUESTIONING_ORIENTED,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,6,6,8.6,7.3,7.3,6.866666666666667,6,8.6
student_052,5,DEFAULT,FALSE,TRUE,8.33,9.79,9,8.665,9.395,9.04,8.33,9,7,6,8,7.5,7,7,7,8
student_052,6,DEFAULT,FALSE,TRUE,7.5,10,10,8.75,10,9.166666666666666,7.5,10,7.2,6,7.7,7.45,6.85,6.966666666666666,7.2,7.7
student_052,7,NEUTRAL,TRUE,TRUE,5.83,6.39,6,5.915,6.195,6.073333333333333,5.83,6,6.2,7.5,8.6,7.4,8.05,7.433333333333334,6.2,8.6
student_052,8,DEFAULT,FALSE,TRUE,NA,NA,0,NA,NA,NA,NA,NA,7.3,5.5,6,6.65,5.75,6.266666666666667,6,7.3
student_052,9,DEFAULT,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,5.5,7,10,7.75,8.5,7.5,5.5,10
student_053,1,DEFAULT,FALSE,TRUE,8.05,7.78,9,8.525,8.39,8.276666666666667,8.05,9,NA,NA,NA,NA,NA,NA,NA,NA
student_053,2,RELIABILITY_BIASED,TRUE,TRUE,7.5,8.75,10,8.75,9.375,8.75,7.5,10,7.2,6,8.8,8,7.4,7.333333333333333,7.2,8.8
student_053,3,DEFAULT,FALSE,TRUE,8.96,9.38,10,9.48,9.69,9.446666666666667,8.96,10,7.2,6,8,7.6,7,7.066666666666666,7.2,8
student_053,4,QUESTIONING_ORIENTED,TRUE,TRUE,9.83,10,10,9.915,10,9.943333333333332,9.83,10,7.7,7.5,9.2,8.45,8.35,8.133333333333333,7.7,9.2
student_053,5,DEFAULT,FALSE,TRUE,10,10,8,9,9,9.333333333333334,8,10,7.7,7.5,8.5,8.1,8,7.9,7.7,8.5
student_053,6,DEFAULT,FALSE,TRUE,8.75,10,9.5,9.125,9.75,9.416666666666666,8.75,9.5,8.3,9,9.7,9,9.35,9,8.3,9.7
student_053,7,DEFAULT,FALSE,TRUE,8.61,9.17,10,9.305,9.585,9.26,8.61,10,8.7,8,10,9.35,9,8.9,8.7,10
student_053,8,DEFAULT,FALSE,TRUE,9.17,10,10,9.585,10,9.723333333333334,9.17,10,9.2,7.5,8,8.6,7.75,8.233333333333333,8,9.2
student_053,9,DEFAULT,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,8.3,9.5,8,8.15,8.75,8.6,8,8.3
student_054,1,DEFAULT,FALSE,TRUE,6.25,5.28,9,7.625,7.140000000000001,6.843333333333334,6.25,9,NA,NA,NA,NA,NA,NA,NA,NA
student_054,2,QUESTIONING_ORIENTED,TRUE,TRUE,7.5,10,7.5,7.5,8.75,8.333333333333334,7.5,7.5,7.4,8,9.2,8.3,8.6,8.200000000000001,7.4,9.2
student_054,3,DEFAULT,FALSE,TRUE,4.95,7.81,7.5,6.225,7.654999999999999,6.753333333333333,4.95,7.5,7.6,8,10,8.8,9,8.533333333333333,7.6,10
student_054,4,NEUTRAL,TRUE,TRUE,7.71,9.58,8.5,8.105,9.04,8.596666666666666,7.71,8.5,8,7,9.6,8.8,8.3,8.200000000000001,8,9.6
student_054,5,DEFAULT,FALSE,TRUE,8.61,9.17,8,8.305,8.585,8.593333333333334,8,8.61,7.7,8.5,9,8.35,8.75,8.4,7.7,9
student_054,6,DEFAULT,FALSE,TRUE,10,10,10,10,10,10,10,10,7.6,8.8,8.2,7.9,8.5,8.200000000000001,7.6,8.2
student_054,7,DEFAULT,FALSE,TRUE,8.06,9.44,7,7.53,8.219999999999999,8.166666666666666,7,8.06,7.8,7,9.4,8.6,8.2,8.066666666666666,7.8,9.4
student_054,8,DEFAULT,FALSE,TRUE,8.75,10,9,8.875,9.5,9.25,8.75,9,7.6,7.5,9,8.3,8.25,8.033333333333333,7.6,9
student_054,9,DEFAULT,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,7.5,8.5,8.5,8,8.5,8.166666666666666,7.5,8.5
student_055,1,DEFAULT,FALSE,TRUE,9.44,7.5,10,9.72,8.75,8.979999999999999,9.44,10,NA,NA,NA,NA,NA,NA,NA,NA
student_055,2,RELIABILITY_BIASED,TRUE,TRUE,7.78,9.03,7.5,7.640000000000001,8.265,8.1033333333333335,7.5,7.78,7.5,9.5,7.9,7.7,8.7,8.299999999999999,7.5,7.9
student_055,3,DEFAULT,FALSE,TRUE,0.78,0,1,0.89,1,0.89,0.78,1,7.2,7,7,7.1,7,7.066666666666666,7,7.2
student_055,4,DEFAULT,FALSE,TRUE,8.33,8.96,7,7.665,7.98,8.096666666666666,7,8.33,7.9,6.5,9.8,8.850000000000001,8.15,8.066666666666668,7.9,9.8
student_055,5,DEFAULT,FALSE,TRUE,9.58,10,8,8.79,9,9.193333333333332,8,9.58,8.1,9.5,9,8.55,9.25,8.866666666666667,8.1,9
student_055,6,NOVELTY_BIASED,TRUE,TRUE,5.62,7.5,9,7.31,8.25,7.373333333333334,5.62,9,7.5,9,9.1,8.3,9.05,8.533333333333333,7.5,9.1
student_055,7,DEFAULT,FALSE,TRUE,8.61,8.89,7,7.805,7.945,8.166666666666666,7,8.61,7.7,7.5,9.6,8.65,8.55,8.266666666666667,7.7,9.6
student_055,8,DEFAULT,FALSE,TRUE,8.33,10,10,9.165,10,9.443333333333332,8.33,10,NA,NA,NA,NA,NA,NA,NA,NA
student_055,9,DEFAULT,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,7.6,8,8.5,8.05,8.25,8.033333333333333,7.6,8.5
student_058,1,DEFAULT,FALSE,TRUE,8.33,9.45,9,8.665,9.225,8.926666666666666,8.33,9,NA,NA,NA,NA,NA,NA,NA,NA
student_058,2,DEFAULT,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,6.4,8,8.8,7.6,8.4,7.733333333333334,6.4,8.8
student_058,3,RELIABILITY_BIASED,TRUE,TRUE,6.98,7.76,7,6.99,7.38,7.246666666666667,6.98,7,NA,NA,0,NA,NA,NA,NA,NA
student_058,4,DEFAULT,FALSE,TRUE,8.25,10,9.5,8.875,9.75,9.25,8.25,9.5,6.7,7.5,9.2,7.949999999999999,8.35,7.8,6.7,9.2
student_058,5,NOVELTY_BIASED,TRUE,TRUE,9.1,9.72,8,8.55,8.86,8.94,8,9.1,6.8,8,9,7.9,8.5,7.933333333333334,6.8,9
student_058,6,DEFAULT,FALSE,TRUE,4.38,5,6,5.1899999999999995,5.5,5.126666666666666,4.38,6,8.2,8,9.4,8.8,8.7,8.533333333333333,8.2,9.4
student_058,7,DEFAULT,FALSE,TRUE,NA,NA,0,NA,NA,NA,NA,NA,5.8,7,8.4,7.1,7.7,7.066666666666666,5.8,8.4
student_058,8,DEFAULT,FALSE,TRUE,5,6.46,5,5,5.73,5.486666666666667,5,5,NA,NA,NA,NA,NA,NA,NA,NA
student_058,9,DEFAULT,FALSE,TRUE,8.28,10,9,8.64,9.5,9.093333333333334,8.28,9,NA,NA,NA,NA,NA,NA,NA,NA
student_062,1,DEFAULT,FALSE,TRUE,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
student_062,2,NEUTRAL,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,6.5,6.5,8.6,7.55,7.55,7.2,6.5,8.6
student_062,3,DEFAULT,FALSE,TRUE,1.72,1.25,5,3.36,3.125,2.6566666666666667,1.72,5,6,6,7.5,6.75,6.75,6.5,6,7.5
student_062,4,DEFAULT,FALSE,TRUE,7.17,6.54,7,7.085,6.77,6.903333333333333,7,7.17,5.3,5,9,7.15,7,6.433333333333334,5.3,9
student_062,5,RELIABILITY_BIASED,TRUE,TRUE,7.15,8.54,7.5,7.325,8.02,7.73,7.15,7.5,6.3,8.5,8,7.15,8.25,7.6,6.3,8
student_062,6,DEFAULT,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,6.2,6,8.4,7.300000000000001,7.2,6.866666666666667,6.2,8.4
student_062,7,DEFAULT,FALSE,TRUE,NA,NA,0,NA,NA,NA,NA,NA,4,4.5,8.2,6.1,6.35,5.566666666666666,4,8.2
student_062,8,DEFAULT,FALSE,TRUE,0,0,0,NA,NA,NA,NA,NA,6,5,10,8,7.5,7,6,10
