student_id,week,policy,combined_all_asgn_score,combined_all_memo_score,conv_length,conv_length_log,conv_round,total_session_duration_minutes,event_request_count,session_count,active_days,perceived_performance,prior_prog_exp,prior_ml_exp,bias_pooled,direction
student_040,4,DEFAULT,9.126666666666669,7.766666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,No Bias,None
student_040,5,DEFAULT,9.376666666666669,7.633333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,No Bias,None
student_040,6,DEFAULT,9.833333333333334,8.799999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,No Bias,None
student_040,8,DEFAULT,,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,No Bias,None
student_042,1,DEFAULT,8.313333333333333,,4856.0,8.488176242345745,78.0,133.55,119.0,8.0,5.0,7.0,1.0,1.0,No Bias,None
student_042,2,DEFAULT,6.88,5.8999999999999995,5090.0,8.535229553902337,44.0,82.55,55.0,5.0,3.0,7.0,1.0,1.0,No Bias,None
student_042,3,DEFAULT,7.07,6.633333333333333,8674.0,9.06820060481506,63.0,105.31666666666666,95.0,4.0,4.0,6.0,1.0,1.0,No Bias,None
student_042,4,RELIABILITY_BIASED,,5.566666666666666,23059.0,10.04585479382305,37.0,57.8,86.0,5.0,3.0,,1.0,1.0,Biased,Reliability
student_042,5,DEFAULT,8.333333333333334,4.833333333333333,12576.0,9.439625028047155,79.0,70.65,146.0,7.0,4.0,5.0,1.0,1.0,No Bias,None
student_042,6,DEFAULT,,5.3999999999999995,3065.0,8.028129059431759,10.0,15.216666666666663,18.0,2.0,1.0,,1.0,1.0,No Bias,None
student_042,8,DEFAULT,9.013333333333334,5.6000000000000005,3587.0,8.185350223178686,22.0,39.75,30.0,2.0,1.0,6.0,1.0,1.0,No Bias,None
student_042,9,DEFAULT,7.433333333333334,7.366666666666667,22569.0,10.024376869811581,118.0,527.8166666666667,350.0,10.0,2.0,4.0,1.0,1.0,No Bias,None
student_043,1,DEFAULT,,,4409.0,8.391629968440892,18.0,5.05,47.0,1.0,1.0,,2.0,2.0,No Bias,None
student_043,2,DEFAULT,7.813333333333333,7.1000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,No Bias,None
student_043,4,DEFAULT,9.806666666666668,8.433333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,No Bias,None
student_043,5,DEFAULT,9.833333333333334,7.566666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,No Bias,None
student_043,7,DEFAULT,9.073333333333332,7.833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,No Bias,None
student_043,8,DEFAULT,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,No Bias,None
student_043,9,DEFAULT,,6.233333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,No Bias,None
student_044,1,DEFAULT,8.073333333333332,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,2.0,No Bias,None
student_044,2,DEFAULT,9.256666666666668,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,No Bias,None
student_044,4,DEFAULT,9.943333333333332,8.366666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,No Bias,None
student_044,5,DEFAULT,9.666666666666666,7.966666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,2.0,No Bias,None
student_044,6,DEFAULT,9.793333333333337,8.433333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,2.0,No Bias,None
student_044,7,DEFAULT,8.13,7.366666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,2.0,No Bias,None
student_044,8,DEFAULT,9.39,9.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,2.0,No Bias,None
student_044,9,RELIABILITY_BIASED,,8.766666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,2.0,Biased,Reliability
student_045,1,DEFAULT,8.333333333333334,,28527.0,10.25864134010292,149.0,377.6333333333333,392.0,10.0,4.0,,2.0,2.0,No Bias,None
student_045,2,RELIABILITY_BIASED,7.706666666666666,7.85,19213.0,9.863394458969683,53.0,50.233333333333334,168.0,5.0,2.0,,2.0,2.0,Biased,Reliability
student_045,3,DEFAULT,8.943333333333333,8.15,13362.0,9.500244972781061,35.0,58.4,80.0,6.0,4.0,3.0,2.0,2.0,No Bias,None
student_045,4,DEFAULT,8.916666666666666,8.05,99381.0,11.506726289727407,129.0,60.16666666666667,385.0,4.0,3.0,,2.0,2.0,No Bias,None
student_045,5,DEFAULT,8.923333333333332,8.0,8350.0,9.03013657115323,26.0,22.6,57.0,4.0,1.0,,2.0,2.0,No Bias,None
student_045,6,DEFAULT,,8.6,54124.0,10.89905146530479,111.0,288.6166666666667,480.0,6.0,2.0,,2.0,2.0,No Bias,None
student_045,7,DEFAULT,9.073333333333332,8.9,16612.0,9.71794080038648,16.0,35.5,93.0,3.0,2.0,5.0,2.0,2.0,No Bias,None
student_045,9,DEFAULT,,8.45,3085.0,8.034631032923107,12.0,17.383333333333333,26.0,2.0,1.0,,2.0,2.0,No Bias,None
student_046,1,DEFAULT,8.813333333333333,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,No Bias,None
student_046,2,DEFAULT,9.443333333333332,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,No Bias,None
student_046,3,DEFAULT,8.68,7.966666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,No Bias,None
student_046,5,DEFAULT,8.69,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,No Bias,None
student_046,6,NOVELTY_BIASED,,8.266666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,Biased,Novelty
student_046,7,DEFAULT,,5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,No Bias,None
student_046,8,DEFAULT,7.956666666666666,6.3999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,No Bias,None
student_046,9,DEFAULT,8.373333333333333,7.733333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,No Bias,None
student_049,1,DEFAULT,9.26,,1821.0,7.507690077819904,47.0,162.15,98.0,5.0,3.0,6.0,3.0,1.0,No Bias,None
student_049,2,DEFAULT,8.42,6.766666666666667,1192.0,7.084226422097916,4.0,0.9333333333333332,12.0,1.0,1.0,,3.0,1.0,No Bias,None
student_049,3,NOVELTY_BIASED,,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,1.0,Biased,Novelty
student_049,4,DEFAULT,9.77,7.066666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,1.0,No Bias,None
student_049,5,RELIABILITY_BIASED,9.56,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,1.0,Biased,Reliability
student_049,6,DEFAULT,9.896666666666668,7.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,1.0,No Bias,None
student_049,7,DEFAULT,9.723333333333334,6.6000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,1.0,No Bias,None
student_049,8,DEFAULT,9.723333333333334,6.866666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,1.0,No Bias,None
student_049,9,DEFAULT,9.583333333333334,7.833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,1.0,No Bias,None
student_050,1,DEFAULT,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,No Bias,None
student_050,2,DEFAULT,8.176666666666668,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,No Bias,None
student_050,3,DEFAULT,8.786666666666667,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,No Bias,None
student_050,4,DEFAULT,9.653333333333334,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,No Bias,None
student_050,5,RELIABILITY_BIASED,9.506666666666666,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,Biased,Reliability
student_050,6,DEFAULT,9.46,8.500000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,No Bias,None
student_050,7,DEFAULT,8.516666666666666,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,No Bias,None
student_050,9,DEFAULT,,5.466666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,No Bias,None
student_052,1,DEFAULT,9.536666666666669,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,1.0,No Bias,None
student_052,2,DEFAULT,8.473333333333334,6.833333333333333,68.0,4.23410650459726,2.0,0.1666666666666666,4.0,1.0,1.0,,2.0,1.0,No Bias,None
student_052,3,DEFAULT,8.729999999999999,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,1.0,No Bias,None
student_052,5,DEFAULT,9.04,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,1.0,No Bias,None
student_052,6,DEFAULT,9.166666666666666,6.966666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,1.0,No Bias,None
student_052,8,DEFAULT,,6.266666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,1.0,No Bias,None
student_052,9,DEFAULT,,7.5,92244.0,11.432203359891865,92.0,347.3833333333333,252.0,10.0,3.0,,2.0,1.0,No Bias,None
student_053,1,DEFAULT,8.276666666666667,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,No Bias,None
student_053,2,RELIABILITY_BIASED,8.75,7.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,Biased,Reliability
student_053,3,DEFAULT,9.446666666666667,7.066666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,No Bias,None
student_053,5,DEFAULT,9.333333333333334,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,No Bias,None
student_053,6,DEFAULT,9.416666666666666,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,No Bias,None
student_053,7,DEFAULT,9.26,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,No Bias,None
student_053,8,DEFAULT,9.723333333333334,8.233333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,No Bias,None
student_053,9,DEFAULT,,8.6,5486.0,8.610136937058975,10.0,81.23333333333333,67.0,2.0,1.0,,2.0,2.0,No Bias,None
student_054,1,DEFAULT,6.843333333333334,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,No Bias,None
student_054,3,DEFAULT,6.753333333333333,8.533333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,1.0,No Bias,None
student_054,5,DEFAULT,8.593333333333334,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,1.0,No Bias,None
student_054,6,DEFAULT,10.0,8.200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,1.0,No Bias,None
student_054,7,DEFAULT,8.166666666666666,8.066666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,1.0,No Bias,None
student_054,8,DEFAULT,9.25,8.033333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,1.0,No Bias,None
student_054,9,DEFAULT,,8.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,1.0,No Bias,None
student_055,1,DEFAULT,8.979999999999999,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,3.0,No Bias,None
student_055,2,RELIABILITY_BIASED,8.103333333333333,8.299999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,3.0,Biased,Reliability
student_055,3,DEFAULT,0.89,7.066666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,3.0,No Bias,None
student_055,4,DEFAULT,8.096666666666666,8.066666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,3.0,No Bias,None
student_055,5,DEFAULT,9.193333333333332,8.866666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,3.0,No Bias,None
student_055,6,NOVELTY_BIASED,7.373333333333334,8.533333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,3.0,Biased,Novelty
student_055,7,DEFAULT,8.166666666666666,8.266666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,3.0,No Bias,None
student_055,8,DEFAULT,9.443333333333332,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,3.0,No Bias,None
student_055,9,DEFAULT,,8.033333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,3.0,No Bias,None
student_058,1,DEFAULT,8.926666666666666,,46287.0,10.742638027215916,146.0,194.0,536.0,8.0,2.0,,2.0,2.0,No Bias,None
student_058,2,DEFAULT,,7.733333333333334,38195.0,10.550486077070094,120.0,100.33333333333331,392.0,7.0,2.0,,2.0,2.0,No Bias,None
student_058,3,RELIABILITY_BIASED,7.246666666666667,,8754.0,9.077380244719953,32.0,76.98333333333333,114.0,1.0,1.0,6.0,2.0,2.0,Biased,Reliability
student_058,4,DEFAULT,9.25,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,No Bias,None
student_058,5,NOVELTY_BIASED,8.94,7.933333333333334,1538.0,7.338888133838879,6.0,3.183333333333333,16.0,1.0,1.0,,2.0,2.0,Biased,Novelty
student_058,6,DEFAULT,5.126666666666666,8.533333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,No Bias,None
student_058,7,DEFAULT,,7.066666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,No Bias,None
student_058,8,DEFAULT,5.486666666666667,,788.0,6.670766320845874,7.0,17.283333333333335,44.0,1.0,1.0,,2.0,2.0,No Bias,None
student_058,9,DEFAULT,9.093333333333334,,4798.0,8.476162841858246,54.0,789.0000000000001,277.0,8.0,2.0,,2.0,2.0,No Bias,None
student_062,1,DEFAULT,,,5602.0,8.631057447565285,28.0,23.233333333333334,66.0,2.0,2.0,,1.0,1.0,No Bias,None
student_062,3,DEFAULT,2.6566666666666667,6.5,16194.0,9.692457831605429,56.0,51.916666666666664,157.0,4.0,3.0,7.0,1.0,1.0,No Bias,None
student_062,4,DEFAULT,6.903333333333333,6.433333333333334,35432.0,10.475398868279957,82.0,143.03333333333333,178.0,5.0,3.0,,1.0,1.0,No Bias,None
student_062,5,RELIABILITY_BIASED,7.73,7.6,20287.0,9.917784857236953,119.0,226.91666666666663,240.0,6.0,2.0,,1.0,1.0,Biased,Reliability
student_062,6,DEFAULT,,6.866666666666667,3244.0,8.08487062913819,21.0,40.73333333333333,48.0,2.0,1.0,,1.0,1.0,No Bias,None
student_062,7,DEFAULT,,5.566666666666666,3243.0,8.084562415235304,22.0,52.56666666666667,56.0,1.0,2.0,,1.0,1.0,No Bias,None
student_062,8,DEFAULT,,7.0,6585.0,8.792701462936309,10.0,17.716666666666665,14.0,2.0,1.0,,1.0,1.0,No Bias,None
student_062,9,DEFAULT,3.803333333333333,6.666666666666667,17562.0,9.773549695421735,96.0,404.5833333333333,405.0,7.0,3.0,,1.0,1.0,No Bias,None
student_063,1,DEFAULT,9.296666666666669,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,2.0,No Bias,None
student_063,2,DEFAULT,7.243333333333333,7.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,2.0,No Bias,None
student_063,3,NOVELTY_BIASED,8.196666666666667,7.666666666666667,47828.0,10.775387429075476,187.0,306.5,486.0,11.0,4.0,4.0,3.0,2.0,Biased,Novelty
student_063,4,DEFAULT,9.306666666666668,8.433333333333334,80358.0,11.294259374849453,281.0,308.5333333333333,875.0,13.0,5.0,5.0,3.0,2.0,No Bias,None
student_063,5,RELIABILITY_BIASED,9.036666666666669,8.766666666666667,72810.0,11.195622321671587,280.0,557.1666666666666,813.0,16.0,6.0,3.0,3.0,2.0,Biased,Reliability
student_063,6,DEFAULT,8.293333333333333,8.366666666666667,125669.0,11.741414702609191,565.0,842.6,1543.0,18.0,6.0,,3.0,2.0,No Bias,None
student_063,7,DEFAULT,8.036666666666667,9.033333333333331,184996.0,12.128094887712761,740.0,1169.9166666666667,2667.0,26.0,6.0,5.0,3.0,2.0,No Bias,None
student_063,8,DEFAULT,7.8066666666666675,8.700000000000001,62627.0,11.044967741431414,169.0,412.8666666666667,547.0,12.0,6.0,,3.0,2.0,No Bias,None
student_063,9,DEFAULT,,8.5,5426.0,8.599141774063405,50.0,245.76666666666665,126.0,7.0,2.0,,3.0,2.0,No Bias,None
student_064,1,DEFAULT,7.87,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,No Bias,None
student_064,2,NOVELTY_BIASED,8.42,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,Biased,Novelty
student_064,3,DEFAULT,8.663333333333334,6.95,21524.0,9.976970329295932,80.0,115.4,198.0,4.0,3.0,,1.0,,No Bias,None
student_064,4,DEFAULT,5.82,8.55,266.0,5.58724865840025,5.0,14.716666666666669,5.0,1.0,1.0,,1.0,,No Bias,None
student_064,5,DEFAULT,8.293333333333335,8.55,850.0,6.7464121285733745,11.0,8.716666666666667,25.0,1.0,1.0,,1.0,,No Bias,None
student_064,6,DEFAULT,8.123333333333333,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,No Bias,None
student_064,7,DEFAULT,9.37,8.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,No Bias,None
student_064,9,DEFAULT,,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,No Bias,None
