participantId,wave,ai_group,eval_start,ai_w_SHY,ai_w_IEF,ai_w_LQD,ai_w_GLD,ai_w_VNQ,ai_w_SPY,ai_w_XLF,ai_w_XLE,ai_w_XLI,ai_w_XLP,ai_w_XLU,ai_w_AAPL,ai_w_MSFT,ai_w_AMZN,ai_w_GOOGL,ai_w_NVDA,ai_w_TSLA,ai_w_SHOP,ai_w_SNOW,ai_w_PLTR,ai_w_DKNG,ai_w_RIVN,ai_w_CRSP,ai_w_BTC,ai_w_ETH
659,wave3,Somewhat Risk-Averse,2026-06-09,15.0,15.0,10.0,10.0,0.0,15.0,5.0,5.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1888,wave3,Risk-Neutral,2026-06-09,0.0,15.0,10.0,10.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1414,wave3,Extremely Risk-Seeking,2026-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,30.0,15.0
127,wave3,Risk-Neutral,2026-06-09,0.0,20.0,0.0,10.0,0.0,30.0,0.0,10.0,0.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
1717,wave3,Default,2026-06-09,15.0,0.0,10.0,10.0,0.0,35.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2276,wave3,Extremely Risk-Seeking,2026-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,20.0,0.0,0.0,10.0,0.0,0.0,0.0,25.0,15.0
514,wave3,Extremely Risk-Seeking,2026-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,15.0,0.0,10.0,5.0,0.0,0.0,10.0,25.0,15.0
69,wave3,Default,2026-06-09,10.0,0.0,15.0,10.0,10.0,15.0,10.0,0.0,0.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2115,wave3,Extremely Risk-Averse,2026-06-09,30.0,20.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2065,wave3,Extremely Risk-Averse,2026-06-09,35.0,25.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1883,wave3,Risk-Neutral,2026-06-09,10.0,15.0,0.0,10.0,0.0,30.0,10.0,0.0,0.0,10.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,wave3,Default,2026-06-09,15.0,0.0,0.0,10.0,0.0,30.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2248,wave3,Extremely Risk-Seeking,2026-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,15.0,0.0,10.0,10.0,0.0,0.0,0.0,20.0,15.0
1851,wave3,Extremely Risk-Seeking,2026-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,15.0,0.0,0.0,15.0,0.0,0.0,10.0,35.0,0.0
1800,wave3,Extremely Risk-Averse,2026-06-09,30.0,20.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,wave3,Default,2026-06-09,30.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5.0
2236,wave3,Somewhat Risk-Seeking,2026-06-09,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
103,wave3,Somewhat Risk-Seeking,2026-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,25.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,15.0
1271,wave3,Extremely Risk-Seeking,2026-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,10.0,0.0,0.0,15.0,0.0,0.0,10.0,25.0,15.0
1672,wave3,Somewhat Risk-Seeking,2026-06-09,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,20.0,0.0,0.0,15.0,0.0,0.0,0.0,20.0,10.0
2112,wave3,Risk-Neutral,2026-06-09,0.0,20.0,0.0,10.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
1154,wave3,Somewhat Risk-Seeking,2026-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,15.0,0.0,10.0,5.0,25.0,15.0
1652,wave3,Extremely Risk-Seeking,2026-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,15.0,10.0,10.0,0.0,0.0,0.0,0.0,20.0,15.0
2332,wave3,Somewhat Risk-Seeking,2026-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,15.0,0.0,0.0,10.0,0.0,0.0,10.0,20.0,15.0
2173,wave3,Extremely Risk-Seeking,2026-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,15.0,10.0,10.0,5.0,10.0,10.0,5.0,5.0,15.0,10.0
888,wave3,Somewhat Risk-Averse,2026-06-09,20.0,20.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1408,wave3,Extremely Risk-Averse,2026-06-09,30.0,20.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1601,wave3,Somewhat Risk-Averse,2026-06-09,20.0,15.0,15.0,10.0,10.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1453,wave3,Extremely Risk-Seeking,2026-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,30.0,20.0
2317,wave3,Somewhat Risk-Averse,2026-06-09,25.0,20.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,wave3,Risk-Neutral,2026-06-09,0.0,20.0,0.0,10.0,0.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1835,wave3,Default,2026-06-09,15.0,10.0,0.0,10.0,10.0,15.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,wave3,Risk-Neutral,2026-06-09,0.0,10.0,0.0,10.0,5.0,25.0,10.0,0.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
502,wave3,Default,2026-06-09,10.0,0.0,0.0,10.0,10.0,20.0,10.0,10.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,wave3,Extremely Risk-Averse,2026-06-09,40.0,20.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,wave3,Somewhat Risk-Seeking,2026-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,25.0,15.0,0.0,10.0,10.0,0.0,0.0,0.0,15.0,10.0
1568,wave3,Somewhat Risk-Seeking,2026-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,15.0,10.0,0.0,15.0,0.0,0.0,0.0,20.0,15.0
643,wave3,Somewhat Risk-Averse,2026-06-09,20.0,15.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0,15.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,wave3,Default,2026-06-09,20.0,0.0,0.0,10.0,0.0,30.0,15.0,0.0,0.0,0.0,10.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2041,wave3,Default,2026-06-09,15.0,0.0,0.0,10.0,10.0,30.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
818,wave3,Extremely Risk-Averse,2026-06-09,30.0,20.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2277,wave3,Default,2026-06-09,10.0,0.0,0.0,10.0,0.0,25.0,10.0,10.0,0.0,0.0,10.0,10.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1141,wave3,Somewhat Risk-Averse,2026-06-09,30.0,15.0,15.0,10.0,0.0,10.0,0.0,0.0,0.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2367,wave3,Risk-Neutral,2026-06-09,0.0,15.0,10.0,10.0,0.0,20.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
996,wave3,Somewhat Risk-Averse,2026-06-09,25.0,20.0,10.0,15.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1937,wave3,Extremely Risk-Averse,2026-06-09,30.0,20.0,15.0,15.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2096,wave3,Extremely Risk-Seeking,2026-06-09,0.0,0.0,0.0,15.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1621,wave3,Risk-Neutral,2026-06-09,0.0,10.0,10.0,10.0,5.0,25.0,10.0,10.0,0.0,0.0,0.0,10.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
789,wave3,Extremely Risk-Averse,2026-06-09,35.0,25.0,0.0,10.0,0.0,5.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1116,wave3,Risk-Neutral,2026-06-09,0.0,20.0,0.0,10.0,0.0,30.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
104,wave3,Extremely Risk-Averse,2026-06-09,30.0,20.0,10.0,15.0,0.0,5.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1171,wave3,Extremely Risk-Averse,2026-06-09,30.0,15.0,10.0,15.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,wave3,Extremely Risk-Averse,2026-06-09,35.0,25.0,15.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
812,wave3,Somewhat Risk-Averse,2026-06-09,25.0,15.0,0.0,10.0,0.0,15.0,0.0,0.0,0.0,15.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,wave3,Risk-Neutral,2026-06-09,15.0,10.0,10.0,10.0,0.0,25.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1612,wave3,Extremely Risk-Seeking,2026-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,15.0,0.0,0.0,10.0,0.0,0.0,10.0,25.0,20.0
2328,wave3,Extremely Risk-Averse,2026-06-09,30.0,20.0,15.0,10.0,0.0,5.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2205,wave3,Extremely Risk-Seeking,2026-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,25.0,15.0
1699,wave3,Somewhat Risk-Seeking,2026-06-09,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,20.0,20.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,10.0
1726,wave3,Risk-Neutral,2026-06-09,0.0,20.0,0.0,15.0,0.0,30.0,0.0,10.0,0.0,0.0,10.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,wave3,Risk-Neutral,2026-06-09,0.0,10.0,10.0,10.0,10.0,30.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1748,wave3,Somewhat Risk-Averse,2026-06-09,20.0,10.0,15.0,35.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1404,wave3,Somewhat Risk-Seeking,2026-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,15.0,0.0,0.0,5.0,0.0,0.0,0.0,40.0,10.0
1405,wave3,Somewhat Risk-Seeking,2026-06-09,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,15.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0
2358,wave3,Default,2026-06-09,15.0,10.0,0.0,5.0,0.0,20.0,10.0,5.0,0.0,5.0,0.0,10.0,10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
1064,wave3,Default,2026-06-09,0.0,15.0,0.0,0.0,0.0,20.0,10.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
1184,wave3,Somewhat Risk-Seeking,2026-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,20.0,0.0,0.0,10.0,0.0,0.0,0.0,25.0,15.0
841,wave3,Risk-Neutral,2026-06-09,0.0,20.0,0.0,10.0,0.0,30.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
1903,wave3,Risk-Neutral,2026-06-09,0.0,15.0,0.0,10.0,0.0,35.0,0.0,10.0,0.0,15.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
855,wave3,Extremely Risk-Seeking,2026-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,30.0,20.0
1872,wave3,Risk-Neutral,2026-06-09,0.0,20.0,0.0,10.0,10.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2108,wave3,Extremely Risk-Seeking,2026-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,15.0,0.0,5.0,10.0,0.0,0.0,0.0,20.0,15.0
1099,wave3,Somewhat Risk-Averse,2026-06-09,0.0,25.0,0.0,0.0,0.0,30.0,0.0,10.0,0.0,15.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1525,wave3,Risk-Neutral,2026-06-09,0.0,0.0,0.0,15.0,10.0,30.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
445,wave3,Risk-Neutral,2026-06-09,0.0,15.0,10.0,10.0,10.0,20.0,5.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1535,wave3,Extremely Risk-Seeking,2026-06-09,0.0,0.0,0.0,5.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0
2016,wave3,Somewhat Risk-Averse,2026-06-09,15.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,15.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1906,wave3,Default,2026-06-09,0.0,10.0,0.0,10.0,0.0,20.0,0.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
1071,wave3,Extremely Risk-Averse,2026-06-09,20.0,20.0,0.0,10.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1327,wave3,Extremely Risk-Seeking,2026-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,30.0,15.0
554,wave3,Extremely Risk-Averse,2026-06-09,35.0,25.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,wave3,Extremely Risk-Seeking,2026-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0,0.0,40.0,30.0
690,wave3,Extremely Risk-Averse,2026-06-09,35.0,20.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539,wave3,Default,2026-06-09,0.0,10.0,0.0,10.0,0.0,35.0,10.0,5.0,0.0,5.0,0.0,10.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2091,wave3,Somewhat Risk-Seeking,2026-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,20.0,15.0
2139,wave3,Extremely Risk-Averse,2026-06-09,40.0,20.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1804,wave3,Default,2026-06-09,0.0,0.0,0.0,10.0,0.0,30.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
1332,wave3,Default,2026-06-09,20.0,0.0,0.0,0.0,0.0,30.0,0.0,10.0,0.0,0.0,0.0,15.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2123,wave3,Somewhat Risk-Seeking,2026-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,10.0,10.0,40.0,0.0
1362,wave3,Extremely Risk-Averse,2026-06-09,35.0,20.0,0.0,15.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
898,wave3,Extremely Risk-Averse,2026-06-09,30.0,20.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,wave3,Risk-Neutral,2026-06-09,0.0,15.0,0.0,10.0,0.0,30.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
1133,wave3,Default,2026-06-09,0.0,10.0,0.0,10.0,0.0,20.0,0.0,15.0,0.0,0.0,10.0,0.0,15.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,wave3,Somewhat Risk-Seeking,2026-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,20.0,0.0,0.0,15.0,0.0,0.0,10.0,15.0,15.0
1522,wave3,Somewhat Risk-Averse,2026-06-09,20.0,15.0,10.0,10.0,0.0,15.0,0.0,0.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
738,wave3,Risk-Neutral,2026-06-09,0.0,20.0,0.0,10.0,0.0,25.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
174,wave3,Somewhat Risk-Seeking,2026-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,0.0,0.0,20.0,0.0,0.0,5.0,20.0,15.0
483,wave3,Risk-Neutral,2026-06-09,0.0,15.0,10.0,10.0,0.0,20.0,10.0,0.0,10.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
1920,wave3,Extremely Risk-Averse,2026-06-09,30.0,20.0,0.0,10.0,0.0,15.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991,wave3,Somewhat Risk-Averse,2026-06-09,25.0,20.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1103,wave3,Extremely Risk-Seeking,2026-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,15.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,10.0
805,wave3,Risk-Neutral,2026-06-09,10.0,10.0,0.0,10.0,0.0,25.0,5.0,5.0,0.0,10.0,0.0,10.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2318,wave3,Default,2026-06-09,0.0,10.0,0.0,10.0,0.0,25.0,0.0,10.0,15.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2118,wave3,Somewhat Risk-Seeking,2026-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,25.0,20.0,30.0,10.0
2187,wave3,Default,2026-06-09,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,35.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
2307,wave3,Somewhat Risk-Seeking,2026-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,10.0,0.0,15.0,0.0,0.0,10.0,20.0,15.0
2331,wave3,Default,2026-06-09,5.0,0.0,10.0,5.0,10.0,25.0,5.0,5.0,0.0,0.0,0.0,0.0,15.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,wave3,Default,2026-06-09,15.0,0.0,0.0,10.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1911,wave3,Default,2026-06-09,10.0,10.0,0.0,10.0,0.0,25.0,10.0,10.0,0.0,5.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1864,wave3,Default,2026-06-09,10.0,0.0,0.0,10.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
