pid,condition,ai1_bias,ai2_bias,ai1_extractable,ai1_w_SHY,ai1_w_IEF,ai1_w_LQD,ai1_w_GLD,ai1_w_VNQ,ai1_w_SPY,ai1_w_XLF,ai1_w_XLE,ai1_w_XLI,ai1_w_XLP,ai1_w_XLU,ai1_w_AAPL,ai1_w_MSFT,ai1_w_AMZN,ai1_w_GOOGL,ai1_w_NVDA,ai1_w_TSLA,ai1_w_SHOP,ai1_w_SNOW,ai1_w_PLTR,ai1_w_DKNG,ai1_w_RIVN,ai1_w_CRSP,ai1_w_BTC,ai1_w_ETH,ai1_raw_sum,ai1_final_round,ai1_notes,ai1_fail_reason,ai2_extractable,ai2_w_SHY,ai2_w_IEF,ai2_w_LQD,ai2_w_GLD,ai2_w_VNQ,ai2_w_SPY,ai2_w_XLF,ai2_w_XLE,ai2_w_XLI,ai2_w_XLP,ai2_w_XLU,ai2_w_AAPL,ai2_w_MSFT,ai2_w_AMZN,ai2_w_GOOGL,ai2_w_NVDA,ai2_w_TSLA,ai2_w_SHOP,ai2_w_SNOW,ai2_w_PLTR,ai2_w_DKNG,ai2_w_RIVN,ai2_w_CRSP,ai2_w_BTC,ai2_w_ETH,ai2_raw_sum,ai2_final_round,ai2_notes,ai2_fail_reason
646,dual_nonbiased,,,True,10.0,0.0,0.0,15.0,0.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,100,1,,,True,15.0,0.0,0.0,15.0,0.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,100.0,1.0,,
631,dual_nonbiased,,,True,0.0,0.0,10.0,20.0,0.0,20.0,0.0,10.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,1,,,True,0.0,0.0,10.0,15.0,0.0,25.0,10.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,,
634,dual_nonbiased,,,True,15.0,0.0,0.0,15.0,0.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,5.0,0.0,100,1,,,True,15.0,0.0,0.0,15.0,0.0,25.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,100.0,1.0,,
654,dual_balanced,extremely risk-seeking,somewhat risk-averse,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,15.0,0.0,0.0,10.0,0.0,0.0,5.0,30.0,15.0,100,1,,,True,20.0,15.0,0.0,10.0,0.0,15.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,,
635,dual_balanced,somewhat risk-averse,extremely risk-seeking,True,15.0,15.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,1,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,15.0,0.0,0.0,10.0,0.0,0.0,10.0,20.0,15.0,100.0,1.0,,
649,dual_opposition,somewhat risk-seeking,extremely risk-seeking,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,30.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,15.0,100,1,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,15.0,0.0,0.0,10.0,0.0,0.0,10.0,20.0,20.0,100.0,1.0,,
637,dual_nonbiased,,,True,10.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,100,2,,,True,0.0,15.0,0.0,10.0,0.0,0.0,15.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,100.0,2.0,,
656,dual_nonbiased,,,True,0.0,15.0,0.0,15.0,0.0,25.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,1,,,True,15.0,0.0,0.0,15.0,0.0,20.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,100.0,1.0,,
669,dual_nonbiased,,,True,10.0,25.0,0.0,10.0,0.0,20.0,0.0,0.0,5.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,100,1,,,True,10.0,20.0,0.0,10.0,0.0,20.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,100.0,1.0,,
667,dual_nonbiased,,,True,0.0,15.0,0.0,10.0,0.0,20.0,10.0,10.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,1,,,True,0.0,10.0,0.0,10.0,0.0,20.0,10.0,10.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,,
670,dual_nonbiased,,,True,15.0,0.0,0.0,10.0,0.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,100,1,,,True,0.0,0.0,0.0,15.0,0.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,100.0,1.0,,
658,dual_opposition,extremely risk-averse,somewhat risk-averse,True,40.0,25.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,2,,,True,25.0,20.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,,
660,dual_opposition,extremely risk-seeking,risk-neutral,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,30.0,20.0,100,1,,,True,0.0,15.0,0.0,10.0,0.0,20.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,100.0,1.0,,
676,dual_opposition,somewhat risk-seeking,somewhat risk-seeking,True,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,10.0,100,1,,,True,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,20.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,15.0,10.0,100.0,1.0,,
672,dual_opposition,somewhat risk-averse,somewhat risk-averse,True,20.0,15.0,10.0,10.0,0.0,10.0,0.0,0.0,0.0,15.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,1,,,True,20.0,15.0,10.0,10.0,0.0,15.0,0.0,0.0,0.0,15.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,,
666,dual_opposition,extremely risk-seeking,extremely risk-seeking,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,35.0,10.0,100,1,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,15.0,0.0,10.0,0.0,0.0,0.0,10.0,25.0,20.0,100.0,1.0,,
661,dual_nonbiased,,,True,0.0,0.0,0.0,15.0,0.0,30.0,10.0,0.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,2,,,True,0.0,0.0,0.0,15.0,0.0,35.0,0.0,0.0,0.0,15.0,10.0,15.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,,
678,dual_balanced,extremely risk-seeking,extremely risk-averse,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,15.0,100,3,,,True,15.0,0.0,20.0,15.0,0.0,20.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,,
680,dual_opposition,extremely risk-averse,extremely risk-averse,True,35.0,20.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,1,,,True,40.0,20.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,,
681,dual_balanced,somewhat risk-averse,extremely risk-seeking,True,25.0,20.0,0.0,10.0,0.0,30.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,1,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,25.0,15.0,100.0,1.0,,
682,dual_nonbiased,,,True,0.0,0.0,15.0,10.0,0.0,25.0,0.0,10.0,0.0,10.0,0.0,0.0,10.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,1,,,True,0.0,0.0,20.0,10.0,0.0,25.0,10.0,10.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,,
688,dual_opposition,extremely risk-seeking,extremely risk-seeking,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,10.0,0.0,0.0,10.0,25.0,15.0,100,1,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,15.0,0.0,0.0,15.0,0.0,0.0,10.0,20.0,15.0,100.0,1.0,,
679,dual_nonbiased,,,True,15.0,0.0,0.0,10.0,5.0,20.0,10.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,100,1,,,True,15.0,0.0,0.0,5.0,0.0,15.0,0.0,5.0,0.0,10.0,0.0,10.0,10.0,0.0,5.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,100.0,1.0,,
687,dual_opposition,somewhat risk-seeking,risk-neutral,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,15.0,30.0,25.0,0.0,20.0,100,3,,,True,0.0,20.0,15.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,0.0,0.0,100.0,3.0,,
685,dual_nonbiased,,,True,10.0,5.0,0.0,6.0,5.0,15.0,0.0,8.0,8.0,0.0,0.0,10.0,10.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,100,1,,,True,0.0,10.0,0.0,5.0,10.0,15.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,100.0,1.0,,
698,dual_nonbiased,,,True,0.0,15.0,0.0,10.0,0.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,1,,,True,15.0,0.0,0.0,10.0,0.0,25.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,,
686,dual_balanced,extremely risk-seeking,somewhat risk-averse,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,20.0,100,1,,,True,20.0,20.0,0.0,15.0,0.0,15.0,0.0,5.0,0.0,15.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,,
691,dual_opposition,risk-neutral,risk-neutral,True,5.0,10.0,0.0,5.0,0.0,20.0,10.0,5.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,1,,,True,10.0,10.0,0.0,5.0,0.0,20.0,10.0,5.0,5.0,0.0,5.0,0.0,10.0,5.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,,
701,dual_nonbiased,,,True,0.0,15.0,0.0,10.0,0.0,25.0,10.0,10.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,1,,,True,0.0,15.0,0.0,10.0,0.0,20.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,,
695,dual_opposition,extremely risk-seeking,somewhat risk-seeking,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,15.0,0.0,0.0,0.0,15.0,10.0,25.0,15.0,100,2,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,10.0,15.0,10.0,0.0,0.0,10.0,15.0,10.0,100.0,2.0,,
699,dual_opposition,risk-neutral,somewhat risk-seeking,True,0.0,20.0,0.0,10.0,0.0,30.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,1,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,25.0,15.0,5.0,0.0,15.0,0.0,0.0,0.0,20.0,10.0,100.0,1.0,,
706,dual_balanced,somewhat risk-seeking,extremely risk-averse,True,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,20.0,15.0,100,1,,,True,35.0,15.0,10.0,10.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,,
700,dual_nonbiased,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,30.0,0.0,0.0,0.0,20.0,10.0,100,2,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,15.0,20.0,0.0,0.0,0.0,25.0,10.0,100.0,2.0,,
707,dual_opposition,extremely risk-averse,somewhat risk-averse,True,40.0,20.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,1,,,True,15.0,15.0,10.0,10.0,0.0,25.0,0.0,0.0,0.0,10.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,,
702,dual_balanced,somewhat risk-averse,somewhat risk-seeking,True,25.0,20.0,0.0,10.0,0.0,20.0,5.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,1,,,True,0.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,100.0,2.0,,
722,dual_balanced,extremely risk-seeking,somewhat risk-averse,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,30.0,15.0,100,1,,,True,15.0,15.0,10.0,15.0,0.0,15.0,0.0,5.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,,
733,dual_balanced,extremely risk-seeking,extremely risk-averse,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,15.0,0.0,0.0,10.0,0.0,0.0,10.0,25.0,20.0,100,1,,,True,30.0,15.0,15.0,10.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,,
711,dual_nonbiased,,,True,20.0,0.0,0.0,10.0,10.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,100,1,,,True,15.0,0.0,0.0,10.0,5.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,100.0,1.0,,
731,dual_opposition,somewhat risk-seeking,extremely risk-seeking,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,15.0,10.0,0.0,10.0,0.0,0.0,10.0,20.0,15.0,100,1,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,30.0,20.0,100.0,1.0,,
714,dual_nonbiased,,,True,10.0,10.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,10.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,1,,,True,10.0,10.0,0.0,15.0,0.0,15.0,10.0,0.0,0.0,10.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,,
723,dual_nonbiased,,,True,10.0,0.0,0.0,10.0,0.0,30.0,10.0,10.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,1,,,True,10.0,10.0,0.0,10.0,0.0,30.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,,
734,dual_balanced,extremely risk-averse,risk-neutral,True,35.0,20.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,1,,,True,0.0,20.0,0.0,10.0,0.0,30.0,0.0,0.0,0.0,10.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,,
739,dual_balanced,extremely risk-averse,extremely risk-seeking,True,35.0,20.0,5.0,15.0,0.0,10.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,1,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,25.0,15.0,100.0,1.0,,
748,dual_nonbiased,,,True,15.0,0.0,0.0,10.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,1,,,True,0.0,15.0,0.0,10.0,0.0,15.0,10.0,5.0,0.0,0.0,0.0,0.0,10.0,10.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,,
710,dual_nonbiased,,,True,10.0,10.0,0.0,10.0,0.0,15.0,0.0,5.0,0.0,0.0,5.0,15.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,100,1,,,True,10.0,10.0,0.0,10.0,0.0,15.0,5.0,5.0,0.0,0.0,10.0,10.0,10.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,100.0,1.0,,
753,dual_nonbiased,,,True,0.0,20.0,0.0,15.0,10.0,30.0,10.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,1,,,True,10.0,15.0,0.0,0.0,10.0,25.0,10.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,,
749,dual_nonbiased,,,True,0.0,0.0,10.0,10.0,0.0,20.0,10.0,10.0,5.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,100,1,,,True,0.0,0.0,10.0,10.0,0.0,20.0,0.0,10.0,0.0,0.0,15.0,0.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,100.0,1.0,,
752,dual_opposition,somewhat risk-averse,somewhat risk-averse,True,0.0,0.0,0.0,20.0,0.0,30.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,2,,,True,0.0,0.0,0.0,30.0,0.0,15.0,0.0,0.0,0.0,25.0,20.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,,
758,dual_nonbiased,,,True,0.0,10.0,0.0,0.0,0.0,25.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,100,2,Adjusted allocation based on user feedback to cap SPY at 25% and remove GLD.,,True,0.0,10.0,0.0,0.0,0.0,25.0,0.0,10.0,0.0,0.0,0.0,5.0,10.0,0.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,100.0,2.0,Revised allocation based on user feedback to exclude GLD and cap SPY at 25%.,
756,dual_balanced,extremely risk-seeking,somewhat risk-averse,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,15.0,0.0,0.0,0.0,0.0,0.0,10.0,40.0,15.0,100,1,,,True,20.0,15.0,10.0,15.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,,
762,dual_nonbiased,,,True,10.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,2,,,True,5.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,,
757,dual_nonbiased,,,True,0.0,10.0,0.0,10.0,0.0,15.0,0.0,15.0,10.0,10.0,10.0,0.0,5.0,10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,1,,,True,0.0,10.0,0.0,10.0,0.0,20.0,0.0,15.0,10.0,5.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,,
761,dual_nonbiased,,,True,10.0,0.0,0.0,20.0,0.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,1,,,True,10.0,0.0,0.0,10.0,0.0,25.0,10.0,10.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,,
760,dual_nonbiased,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,25.0,0.0,15.0,30.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,100,2,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,25.0,0.0,15.0,30.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,,
765,dual_nonbiased,,,True,0.0,10.0,10.0,5.0,0.0,25.0,10.0,10.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,1,,,True,5.0,15.0,10.0,5.0,0.0,30.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,,
