participantId,ai_group,wave,session_id,n_followup_turns,followup_words,length_per_round,status,behavioral,cognitive,emotional,autonomy,social_presence,overall,overall_label
689,Default,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
690,Extremely Risk-Averse,wave3,15,1,18,18.0,ok,2,2,2,2.0,1,1.8,Moderate
692,Risk-Neutral,wave2,12,1,8,8.0,ok,1,1,1,3.0,0,1.2,Low
694,Extremely Risk-Seeking,wave2,12,1,24,24.0,ok,2,2,1,2.0,1,1.6,Moderate
696,Extremely Risk-Averse,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
697,Default,wave1,5,1,15,15.0,ok,2,2,1,3.0,0,1.6,Moderate
699,Risk-Neutral,wave1,1,0,0,,no_followup,0,0,0,,0,0.0,
703,Somewhat Risk-Seeking,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
704,Somewhat Risk-Seeking,wave2,12,1,7,7.0,ok,1,1,1,1.0,0,0.8,Low
705,Default,wave1,7,2,23,11.5,ok,2,2,2,2.0,0,1.6,Moderate
709,Risk-Neutral,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
715,Extremely Risk-Averse,wave1,5,1,13,13.0,ok,1,2,1,2.0,0,1.2,Moderate
716,Extremely Risk-Seeking,wave3,15,1,17,17.0,ok,2,2,1,2.0,0,1.4,Moderate
717,Extremely Risk-Seeking,wave1,7,1,12,12.0,ok,1,1,1,1.0,0,0.8,Low
719,Extremely Risk-Seeking,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
720,Somewhat Risk-Averse,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
721,Risk-Neutral,wave2,12,1,9,9.0,ok,1,1,1,1.0,0,0.8,Low
724,Default,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
725,Somewhat Risk-Seeking,wave1,7,1,6,6.0,ok,1,1,2,2.0,0,1.2,Low
728,Extremely Risk-Averse,wave1,7,1,9,9.0,ok,1,1,1,1.0,0,0.8,Low
729,Extremely Risk-Averse,wave1,7,1,18,18.0,ok,2,1,2,2.0,1,1.6,Moderate
730,Risk-Neutral,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
732,Somewhat Risk-Averse,wave2,12,1,15,15.0,ok,2,2,1,2.0,0,1.4,Moderate
735,Extremely Risk-Averse,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
736,Extremely Risk-Seeking,wave1,7,3,48,16.0,ok,3,3,2,2.0,1,2.2,Moderate
737,Extremely Risk-Seeking,wave3,15,3,14,4.666666666666667,ok,3,1,2,1.0,0,1.4,Low
738,Risk-Neutral,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
740,Extremely Risk-Seeking,wave1,7,2,24,12.0,ok,2,2,2,3.0,1,2.0,Moderate
741,Risk-Neutral,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
742,Somewhat Risk-Seeking,wave3,15,2,30,15.0,ok,3,2,1,2.0,0,1.6,Moderate
743,Somewhat Risk-Averse,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
744,Default,wave1,7,2,40,20.0,ok,3,2,2,1.0,1,1.8,Moderate
746,Default,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
759,Extremely Risk-Averse,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
763,Risk-Neutral,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
764,Somewhat Risk-Averse,wave3,15,4,117,29.25,ok,3,3,3,3.0,2,2.8,High
767,Risk-Neutral,wave1,1,0,0,,no_followup,0,0,0,,0,0.0,
773,Extremely Risk-Averse,wave2,12,1,17,17.0,ok,2,1,1,1.0,1,1.2,Low
778,Default,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
779,Extremely Risk-Averse,wave2,12,4,38,9.5,ok,3,2,3,3.0,2,2.6,High
781,Extremely Risk-Averse,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
782,Somewhat Risk-Averse,wave1,7,1,17,17.0,ok,2,2,2,2.0,1,1.8,Moderate
785,Default,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
789,Extremely Risk-Averse,wave3,15,1,12,12.0,ok,1,1,2,1.0,0,1.0,Low
791,Extremely Risk-Averse,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
792,Somewhat Risk-Seeking,wave1,1,1,8,8.0,ok,1,1,1,3.0,0,1.2,Moderate
793,Extremely Risk-Seeking,wave2,12,1,14,14.0,ok,1,2,2,2.0,0,1.4,Moderate
794,Risk-Neutral,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
797,Extremely Risk-Seeking,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
800,Somewhat Risk-Seeking,wave3,15,1,8,8.0,ok,1,1,1,1.0,0,0.8,Low
802,Extremely Risk-Seeking,wave2,12,1,18,18.0,ok,2,2,2,1.0,1,1.6,Moderate
803,Default,wave2,12,1,6,6.0,ok,1,1,1,1.0,0,0.8,Low
804,Somewhat Risk-Seeking,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
805,Risk-Neutral,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
807,Extremely Risk-Averse,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
811,Default,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
812,Somewhat Risk-Averse,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
813,Extremely Risk-Seeking,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
814,Extremely Risk-Averse,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
815,Extremely Risk-Seeking,wave1,7,1,13,13.0,ok,1,1,1,1.0,0,0.8,Low
817,Extremely Risk-Seeking,wave3,15,4,305,76.25,ok,3,3,2,3.0,3,2.8,High
818,Extremely Risk-Averse,wave3,15,1,9,9.0,ok,1,1,1,1.0,0,0.8,Low
820,Default,wave3,15,1,7,7.0,ok,1,1,1,1.0,0,0.8,Low
826,Extremely Risk-Seeking,wave2,12,1,13,13.0,ok,1,1,1,1.0,1,1.0,Low
830,Default,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
833,Extremely Risk-Averse,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
835,Extremely Risk-Averse,wave1,7,4,33,8.25,ok,3,2,2,3.0,1,2.2,Moderate
841,Risk-Neutral,wave3,15,1,17,17.0,ok,2,2,2,2.0,1,1.8,Moderate
846,Somewhat Risk-Seeking,wave2,12,1,16,16.0,ok,2,2,2,1.0,1,1.6,Moderate
847,Extremely Risk-Averse,wave2,12,1,7,7.0,ok,0,2,1,2.0,0,1.0,Low
854,Risk-Neutral,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
855,Extremely Risk-Seeking,wave3,15,4,49,12.25,ok,3,2,2,2.0,1,2.0,Moderate
856,Extremely Risk-Seeking,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
860,Default,wave3,15,2,26,13.0,ok,3,3,2,2.0,1,2.2,Moderate
861,Extremely Risk-Averse,wave2,12,1,9,9.0,ok,1,1,3,2.0,2,1.8,Moderate
863,Extremely Risk-Seeking,wave1,7,4,66,16.5,ok,3,3,2,3.0,2,2.6,High
866,Default,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
867,Somewhat Risk-Seeking,wave3,15,2,33,16.5,ok,3,2,2,1.0,1,1.8,Moderate
870,Risk-Neutral,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
871,Somewhat Risk-Averse,wave2,12,1,4,4.0,ok,1,0,3,0.0,2,1.2,Low
874,Extremely Risk-Seeking,wave1,5,2,49,24.5,ok,3,3,2,3.0,1,2.4,High
876,Risk-Neutral,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
877,Somewhat Risk-Averse,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
880,Somewhat Risk-Seeking,wave2,12,1,10,10.0,ok,1,2,2,3.0,0,1.6,Moderate
881,Somewhat Risk-Seeking,wave1,5,1,13,13.0,ok,1,1,1,1.0,0,0.8,Low
882,Extremely Risk-Seeking,wave2,12,3,41,13.666666666666666,ok,3,3,2,2.0,1,2.2,Moderate
883,Somewhat Risk-Averse,wave3,15,2,17,8.5,ok,3,2,1,2.0,0,1.6,Moderate
884,Extremely Risk-Averse,wave1,5,0,0,,no_followup,0,0,0,,0,0.0,
888,Somewhat Risk-Averse,wave3,15,1,19,19.0,ok,2,2,2,1.0,1,1.6,Moderate
889,Extremely Risk-Averse,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
890,Somewhat Risk-Averse,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
894,Extremely Risk-Averse,wave2,12,1,9,9.0,ok,1,2,1,3.0,0,1.4,Moderate
895,Risk-Neutral,wave2,12,2,20,10.0,ok,2,1,1,1.0,1,1.2,Low
896,Risk-Neutral,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
898,Extremely Risk-Averse,wave3,15,1,11,11.0,ok,1,1,1,1.0,0,0.8,Low
902,Extremely Risk-Averse,wave2,12,1,14,14.0,ok,2,1,1,1.0,0,1.0,Low
903,Somewhat Risk-Averse,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
906,Risk-Neutral,wave2,12,1,6,6.0,ok,1,1,1,0.0,0,0.6,Low
907,Somewhat Risk-Averse,wave1,5,2,16,8.0,ok,3,3,1,2.0,1,2.0,Moderate
913,Risk-Neutral,wave2,12,4,44,11.0,ok,3,3,2,3.0,2,2.6,High
914,Somewhat Risk-Seeking,wave1,7,1,24,24.0,ok,2,2,1,1.0,0,1.2,Low
915,Extremely Risk-Seeking,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
917,Default,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
919,Default,wave2,12,3,149,49.666666666666664,ok,3,3,3,3.0,3,3.0,High
921,Somewhat Risk-Seeking,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
924,Somewhat Risk-Seeking,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
926,Extremely Risk-Averse,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
927,Risk-Neutral,wave1,7,1,9,9.0,ok,1,1,1,2.0,0,1.0,Low
929,Extremely Risk-Averse,wave2,12,1,8,8.0,ok,1,2,1,2.0,0,1.2,Moderate
933,Somewhat Risk-Seeking,wave2,12,1,11,11.0,ok,2,2,2,1.0,0,1.4,Moderate
934,Somewhat Risk-Seeking,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
938,Somewhat Risk-Seeking,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
940,Extremely Risk-Seeking,wave2,12,1,7,7.0,ok,0,2,1,1.0,0,0.8,Low
941,Default,wave1,5,0,0,,no_followup,0,0,0,,0,0.0,
942,Extremely Risk-Seeking,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
944,Somewhat Risk-Seeking,wave2,12,1,10,10.0,ok,1,2,2,2.0,0,1.4,Moderate
947,Somewhat Risk-Averse,wave1,7,1,65,65.0,ok,2,3,2,3.0,0,2.0,Moderate
949,Default,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
951,Extremely Risk-Averse,wave2,12,1,26,26.0,ok,2,2,2,1.0,1,1.6,Moderate
953,Somewhat Risk-Seeking,wave2,12,2,40,20.0,ok,3,3,2,2.0,1,2.2,Moderate
959,Somewhat Risk-Seeking,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
962,Default,wave1,5,3,51,17.0,ok,3,2,2,1.0,1,1.8,Moderate
964,Somewhat Risk-Averse,wave1,7,1,7,7.0,ok,1,1,1,1.0,0,0.8,Low
965,Risk-Neutral,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
967,Somewhat Risk-Seeking,wave2,12,1,10,10.0,ok,1,2,2,2.0,1,1.6,Moderate
971,Risk-Neutral,wave1,7,1,6,6.0,ok,1,1,1,1.0,1,1.0,Low
972,Extremely Risk-Averse,wave2,12,1,13,13.0,ok,1,1,1,1.0,0,0.8,Low
973,Somewhat Risk-Seeking,wave2,12,2,6,3.0,ok,2,1,1,1.0,0,1.0,Low
974,Extremely Risk-Averse,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
976,Somewhat Risk-Seeking,wave2,12,1,12,12.0,ok,1,1,1,0.0,0,0.6,Low
979,Default,wave2,12,1,6,6.0,ok,1,1,1,2.0,0,1.0,Low
984,Default,wave1,7,2,57,28.5,ok,2,2,3,3.0,2,2.4,Moderate
985,Default,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
987,Extremely Risk-Averse,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
988,Extremely Risk-Averse,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
989,Default,wave1,5,2,15,7.5,ok,2,2,1,1.0,0,1.2,Moderate
991,Default,wave3,15,1,16,16.0,ok,2,1,2,1.0,1,1.4,Low
993,Risk-Neutral,wave2,12,2,11,5.5,ok,1,1,1,2.0,1,1.2,Low
994,Extremely Risk-Averse,wave3,15,1,14,14.0,ok,2,1,1,1.0,1,1.2,Low
995,Default,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
996,Somewhat Risk-Averse,wave3,15,1,8,8.0,ok,0,1,1,1.0,0,0.6,Low
1000,Default,wave1,7,1,38,38.0,ok,2,2,1,3.0,1,1.8,Moderate
1001,Extremely Risk-Seeking,wave2,12,2,20,10.0,ok,2,2,2,1.0,1,1.6,Moderate
1002,Somewhat Risk-Averse,wave3,15,2,5,2.5,ok,1,1,1,1.0,2,1.2,Low
1005,Extremely Risk-Averse,wave2,12,1,15,15.0,ok,1,2,1,1.0,0,1.0,Low
1009,Somewhat Risk-Averse,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1012,Somewhat Risk-Averse,wave3,15,3,44,14.666666666666666,ok,3,3,2,2.0,2,2.4,Moderate
1017,Default,wave3,15,1,10,10.0,ok,1,2,2,1.0,0,1.2,Low
1019,Default,wave1,7,1,7,7.0,ok,1,1,1,3.0,0,1.2,Low
1021,Risk-Neutral,wave1,7,1,4,4.0,ok,1,1,1,1.0,0,0.8,Low
1023,Default,wave1,7,2,9,4.5,ok,1,1,3,1.0,2,1.6,Low
1024,Risk-Neutral,wave1,7,1,29,29.0,ok,2,1,1,1.0,1,1.2,Low
1028,Risk-Neutral,wave1,5,1,22,22.0,ok,2,2,1,2.0,1,1.6,Moderate
1030,Risk-Neutral,wave2,12,1,8,8.0,ok,0,1,1,2.0,0,0.8,Low
1032,Risk-Neutral,wave3,15,2,19,9.5,ok,2,2,2,2.0,1,1.8,Moderate
1033,Extremely Risk-Seeking,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
1040,Somewhat Risk-Seeking,wave3,15,1,5,5.0,ok,1,2,2,2.0,0,1.4,Moderate
1045,Extremely Risk-Averse,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
1048,Extremely Risk-Averse,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
1049,Risk-Neutral,wave2,12,1,11,11.0,ok,1,2,1,3.0,1,1.6,Moderate
1050,Extremely Risk-Averse,wave2,12,2,24,12.0,ok,2,2,3,3.0,2,2.4,Moderate
1058,Extremely Risk-Averse,wave2,12,2,21,10.5,ok,2,2,2,2.0,1,1.8,Moderate
1059,Somewhat Risk-Averse,wave2,12,1,28,28.0,ok,2,2,1,2.0,1,1.6,Moderate
1060,Risk-Neutral,wave1,7,1,21,21.0,ok,2,1,1,1.0,0,1.0,Low
1061,Somewhat Risk-Averse,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1064,Default,wave3,15,2,37,18.5,ok,3,2,2,2.0,1,2.0,Moderate
1070,Default,wave3,15,2,202,101.0,ok,3,3,2,3.0,1,2.4,Moderate
1071,Extremely Risk-Averse,wave3,15,1,4,4.0,ok,0,1,2,3.0,0,1.2,Low
1074,Risk-Neutral,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1078,Somewhat Risk-Averse,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
1079,Extremely Risk-Averse,wave1,5,4,37,9.25,ok,3,2,2,2.0,1,2.0,Moderate
1080,Extremely Risk-Seeking,wave1,7,1,9,9.0,ok,1,1,2,3.0,0,1.4,Moderate
1083,Extremely Risk-Seeking,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1087,Extremely Risk-Averse,wave1,7,1,58,58.0,ok,2,3,2,2.0,2,2.2,Moderate
1088,Risk-Neutral,wave3,15,1,7,7.0,ok,1,1,1,1.0,0,0.8,Low
1089,Extremely Risk-Averse,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1090,Extremely Risk-Seeking,wave2,12,1,2,2.0,ok,0,1,1,1.0,0,0.6,Low
1091,Extremely Risk-Averse,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1093,Risk-Neutral,wave1,7,2,46,23.0,ok,3,3,2,3.0,1,2.4,Moderate
1096,Extremely Risk-Seeking,wave2,12,1,2,2.0,ok,0,0,1,0.0,0,0.2,Very Low
1099,Somewhat Risk-Averse,wave3,15,1,17,17.0,ok,2,2,2,2.0,0,1.6,Moderate
1100,Extremely Risk-Averse,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
1101,Extremely Risk-Averse,wave1,5,1,9,9.0,ok,1,1,1,2.0,0,1.0,Low
1102,Somewhat Risk-Seeking,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
1103,Extremely Risk-Seeking,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1104,Somewhat Risk-Seeking,wave3,15,1,9,9.0,ok,1,1,1,1.0,0,0.8,Low
1105,Risk-Neutral,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
1108,Somewhat Risk-Averse,wave2,12,1,12,12.0,ok,1,2,2,2.0,0,1.4,Low
1109,Somewhat Risk-Seeking,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
1111,Default,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
1116,Risk-Neutral,wave3,15,1,11,11.0,ok,1,1,1,1.0,0,0.8,Low
1117,Somewhat Risk-Averse,wave3,15,4,40,10.0,ok,3,3,2,1.0,2,2.2,Moderate
1118,Extremely Risk-Averse,wave2,12,1,12,12.0,ok,1,1,2,1.0,1,1.2,Low
1119,Extremely Risk-Averse,wave2,12,1,6,6.0,ok,1,1,1,1.0,0,0.8,Low
1121,Extremely Risk-Seeking,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1122,Somewhat Risk-Averse,wave2,12,2,23,11.5,ok,3,2,2,3.0,1,2.2,Moderate
1123,Extremely Risk-Averse,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
1124,Extremely Risk-Averse,wave2,12,2,32,16.0,ok,3,3,2,3.0,1,2.4,Moderate
1125,Extremely Risk-Seeking,wave1,5,0,0,,no_followup,0,0,0,,0,0.0,
1127,Extremely Risk-Averse,wave1,7,1,11,11.0,ok,1,2,2,1.0,1,1.4,Low
1128,Somewhat Risk-Averse,wave1,7,1,18,18.0,ok,1,1,1,2.0,0,1.0,Low
1132,Default,wave2,12,1,6,6.0,ok,1,1,1,2.0,0,1.0,Low
1133,Default,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1135,Extremely Risk-Seeking,wave2,12,3,43,14.333333333333334,ok,2,1,3,1.0,2,1.8,Moderate
1136,Risk-Neutral,wave1,7,1,33,33.0,ok,2,2,2,1.0,1,1.6,Moderate
1137,Default,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
1138,Default,wave1,5,1,23,23.0,ok,2,2,1,2.0,0,1.4,Moderate
1141,Somewhat Risk-Averse,wave3,15,2,29,14.5,ok,2,2,2,1.0,1,1.6,Moderate
1142,Somewhat Risk-Seeking,wave1,5,1,15,15.0,ok,2,2,2,1.0,0,1.4,Low
1146,Extremely Risk-Seeking,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
1148,Somewhat Risk-Seeking,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1150,Extremely Risk-Seeking,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
1154,Somewhat Risk-Seeking,wave3,15,1,17,17.0,ok,2,2,2,2.0,1,1.8,Moderate
1156,Default,wave2,12,1,28,28.0,ok,2,2,2,2.0,1,1.8,Moderate
1160,Somewhat Risk-Averse,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
1164,Risk-Neutral,wave1,7,1,87,87.0,ok,2,3,2,3.0,1,2.2,Moderate
1165,Somewhat Risk-Seeking,wave2,12,2,49,24.5,ok,2,3,3,2.0,2,2.4,Moderate
1170,Extremely Risk-Seeking,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
1171,Extremely Risk-Averse,wave3,15,2,103,51.5,ok,3,3,2,2.0,1,2.2,Moderate
1172,Extremely Risk-Seeking,wave2,12,1,8,8.0,ok,1,1,1,1.0,0,0.8,Low
1173,Extremely Risk-Averse,wave1,7,1,8,8.0,ok,1,1,1,1.0,0,0.8,Low
1174,Extremely Risk-Seeking,wave1,7,2,40,20.0,ok,3,3,2,3.0,1,2.4,High
1175,Somewhat Risk-Averse,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
1176,Extremely Risk-Seeking,wave1,7,1,16,16.0,ok,2,2,1,1.0,1,1.4,Low
1177,Somewhat Risk-Seeking,wave2,12,1,11,11.0,ok,1,1,1,2.0,0,1.0,Low
1178,Extremely Risk-Averse,wave3,15,1,17,17.0,ok,1,1,1,1.0,0,0.8,Low
1179,Extremely Risk-Averse,wave2,12,4,55,13.75,ok,3,3,2,2.0,1,2.2,High
1184,Somewhat Risk-Seeking,wave3,15,1,26,26.0,ok,2,2,2,1.0,1,1.6,Moderate
1191,Somewhat Risk-Averse,wave1,7,1,12,12.0,ok,1,2,1,2.0,0,1.2,Low
1192,Extremely Risk-Averse,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
1196,Somewhat Risk-Averse,wave1,7,1,22,22.0,ok,2,2,2,2.0,1,1.8,Moderate
1198,Somewhat Risk-Averse,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
1199,Extremely Risk-Averse,wave3,15,1,26,26.0,ok,2,2,1,3.0,1,1.8,Moderate
1200,Default,wave2,12,2,13,6.5,ok,3,2,2,2.0,1,2.0,Moderate
1203,Extremely Risk-Seeking,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
1204,Risk-Neutral,wave3,15,1,6,6.0,ok,1,1,1,1.0,0,0.8,Low
1209,Somewhat Risk-Seeking,wave2,12,2,29,14.5,ok,3,2,2,1.0,0,1.6,Moderate
1215,Extremely Risk-Averse,wave1,5,0,0,,no_followup,0,0,0,,0,0.0,
1217,Extremely Risk-Seeking,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
1220,Extremely Risk-Seeking,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
1223,Extremely Risk-Seeking,wave2,12,1,11,11.0,ok,1,1,2,1.0,0,1.0,Low
1227,Somewhat Risk-Averse,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1228,Extremely Risk-Seeking,wave1,5,1,14,14.0,ok,1,2,1,1.0,0,1.0,Low
1229,Somewhat Risk-Seeking,wave2,12,4,77,19.25,ok,3,3,2,3.0,1,2.4,Moderate
1232,Somewhat Risk-Averse,wave1,7,1,4,4.0,ok,1,1,1,1.0,0,0.8,Low
1234,Default,wave2,12,1,13,13.0,ok,1,1,1,3.0,0,1.2,Low
1236,Default,wave3,15,3,55,18.333333333333332,ok,3,3,2,3.0,3,2.8,High
1238,Risk-Neutral,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
1239,Extremely Risk-Seeking,wave1,7,3,20,6.666666666666667,ok,2,2,3,2.0,2,2.2,Moderate
1244,Somewhat Risk-Averse,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1251,Somewhat Risk-Seeking,wave3,15,1,23,23.0,ok,2,2,1,2.0,1,1.6,Moderate
1254,Risk-Neutral,wave3,15,2,40,20.0,ok,3,2,3,2.0,2,2.4,Moderate
1256,Risk-Neutral,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
1257,Risk-Neutral,wave3,15,1,24,24.0,ok,2,2,1,3.0,0,1.6,Moderate
1261,Extremely Risk-Seeking,wave3,15,1,11,11.0,ok,1,2,2,1.0,1,1.4,Low
1267,Extremely Risk-Averse,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
1271,Extremely Risk-Seeking,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1273,Extremely Risk-Averse,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
1274,Default,wave1,1,2,25,12.5,ok,2,1,1,1.0,0,1.0,Low
1283,Extremely Risk-Averse,wave3,15,1,16,16.0,ok,1,2,2,3.0,2,2.0,Moderate
1294,Somewhat Risk-Averse,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
1302,Somewhat Risk-Seeking,wave2,12,1,4,4.0,ok,1,0,1,2.0,1,1.0,Low
1307,Extremely Risk-Averse,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1308,Extremely Risk-Averse,wave2,12,1,13,13.0,ok,1,1,1,1.0,0,0.8,Low
1309,Extremely Risk-Averse,wave2,12,1,16,16.0,ok,2,2,2,2.0,1,1.8,Moderate
1311,Risk-Neutral,wave1,5,0,0,,no_followup,0,0,0,,0,0.0,
1312,Risk-Neutral,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1315,Somewhat Risk-Averse,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
1316,Somewhat Risk-Averse,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1318,Extremely Risk-Seeking,wave3,15,1,16,16.0,ok,1,2,1,2.0,1,1.4,Moderate
1320,Extremely Risk-Averse,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
1321,Default,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
1322,Somewhat Risk-Averse,wave1,7,1,16,16.0,ok,2,2,1,2.0,0,1.4,Moderate
1327,Extremely Risk-Seeking,wave3,15,1,10,10.0,ok,1,2,2,2.0,0,1.4,Low
1329,Risk-Neutral,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
1332,Default,wave3,15,2,32,16.0,ok,3,2,2,2.0,1,2.0,Moderate
1335,Somewhat Risk-Seeking,wave3,15,1,7,7.0,ok,0,1,1,1.0,0,0.6,Low
1336,Extremely Risk-Averse,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
1337,Somewhat Risk-Seeking,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
1338,Somewhat Risk-Averse,wave1,5,1,7,7.0,ok,1,2,1,1.0,0,1.0,Low
1341,Extremely Risk-Averse,wave2,12,1,42,42.0,ok,2,2,2,2.0,1,1.8,Moderate
1344,Default,wave1,7,2,16,8.0,ok,2,2,2,2.0,1,1.8,Moderate
1346,Default,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1347,Default,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
1348,Risk-Neutral,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
1349,Risk-Neutral,wave2,12,2,40,20.0,ok,3,3,2,2.0,1,2.2,Moderate
1351,Somewhat Risk-Averse,wave2,12,1,12,12.0,ok,1,1,1,1.0,0,0.8,Low
1354,Default,wave2,12,4,67,16.75,ok,3,3,2,2.0,1,2.2,Moderate
1358,Extremely Risk-Seeking,wave3,15,1,3,3.0,ok,1,1,1,1.0,0,0.8,Low
1359,Somewhat Risk-Seeking,wave1,5,0,0,,no_followup,0,0,0,,0,0.0,
1362,Extremely Risk-Averse,wave3,15,1,7,7.0,ok,1,1,2,2.0,1,1.4,Low
1363,Risk-Neutral,wave3,15,1,10,10.0,ok,1,1,1,1.0,0,0.8,Low
1364,Extremely Risk-Seeking,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
