participantId,wave,dual_condition,pre_w_SHY,post_w_SHY,pre_w_IEF,post_w_IEF,pre_w_LQD,post_w_LQD,pre_w_GLD,post_w_GLD,pre_w_VNQ,post_w_VNQ,pre_w_SPY,post_w_SPY,pre_w_XLF,post_w_XLF,pre_w_XLE,post_w_XLE,pre_w_XLI,post_w_XLI,pre_w_XLP,post_w_XLP,pre_w_XLU,post_w_XLU,pre_w_AAPL,post_w_AAPL,pre_w_MSFT,post_w_MSFT,pre_w_AMZN,post_w_AMZN,pre_w_GOOGL,post_w_GOOGL,pre_w_NVDA,post_w_NVDA,pre_w_TSLA,post_w_TSLA,pre_w_SHOP,post_w_SHOP,pre_w_SNOW,post_w_SNOW,pre_w_PLTR,post_w_PLTR,pre_w_DKNG,post_w_DKNG,pre_w_RIVN,post_w_RIVN,pre_w_CRSP,post_w_CRSP,pre_w_BTC,post_w_BTC,pre_w_ETH,post_w_ETH
2368,wave3,dual_nonbiased,20.0,15.0,20.0,15.0,20.0,15.0,0.0,5.0,20.0,10.0,0.0,25.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,wave3,dual_opposition,15.0,10.0,5.0,5.0,5.0,5.0,15.0,15.0,15.0,10.0,15.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,10.0,10.0,5.0,5.0,0.0,0.0,5.0,5.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1367,wave3,dual_balanced,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,35.0,0.0,25.0
2354,wave3,dual_opposition,10.0,10.0,10.0,15.0,10.0,0.0,10.0,10.0,10.0,0.0,5.0,20.0,5.0,10.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,10.0,5.0,10.0,5.0,0.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
571,wave3,dual_opposition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,40.0,40.0,20.0,20.0,0.0,0.0,10.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
851,wave3,dual_opposition,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,5.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,5.0,5.0,5.0,13.0,13.0,10.0,10.0,6.0,6.0
1046,wave3,dual_opposition,0.0,0.0,0.0,0.0,20.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
808,wave3,dual_balanced,40.0,40.0,0.0,15.0,0.0,0.0,0.0,5.0,0.0,0.0,10.0,10.0,0.0,0.0,20.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1448,wave3,dual_opposition,0.0,30.0,0.0,20.0,0.0,0.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,30.0,15.0,25.0,10.0
304,wave3,dual_opposition,20.0,20.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,10.0,10.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
2373,wave3,dual_nonbiased,20.0,15.0,0.0,0.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,25.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,0.0,10.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446,wave3,dual_balanced,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0
992,wave3,dual_nonbiased,0.0,5.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,20.0,15.0,0.0,0.0,5.0,5.0,0.0,5.0,15.0,10.0,0.0,0.0,5.0,5.0,15.0,10.0,15.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0
486,wave3,dual_opposition,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,10.0,10.0,25.0,20.0,20.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,wave3,dual_nonbiased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,40.0,25.0,20.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,5.0,10.0,5.0,10.0,5.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1705,wave3,dual_balanced,0.0,10.0,0.0,10.0,20.0,15.0,0.0,10.0,0.0,0.0,20.0,20.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
681,wave3,dual_balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,15.0,15.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0
1832,wave3,dual_balanced,0.0,20.0,0.0,15.0,15.0,10.0,5.0,10.0,5.0,5.0,15.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,15.0,5.0,0.0,0.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478,wave3,dual_opposition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,15.0,15.0,20.0,20.0,15.0,15.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
756,wave3,dual_balanced,10.0,20.0,10.0,0.0,10.0,0.0,10.0,20.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
255,wave3,dual_opposition,0.0,0.0,0.0,15.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0,15.0,15.0,0.0,0.0,10.0,10.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,wave3,dual_balanced,5.0,0.0,5.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,10.0,15.0,10.0,15.0,0.0,0.0,0.0,20.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,15.0
28,wave3,dual_nonbiased,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,30.0,30.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,10.0,5.0,0.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0
1188,wave3,dual_nonbiased,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0
2315,wave3,dual_nonbiased,10.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,10.0,10.0,15.0,15.0,0.0,0.0,0.0,0.0,5.0,6.0,6.0,0.0,7.0,7.0,6.0,6.0,10.0,15.0,6.0,6.0,0.0,0.0,0.0,0.0,5.0,10.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1437,wave3,dual_opposition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,10.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,5.0,5.0,15.0,15.0,10.0,10.0,15.0,20.0,10.0,10.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0
492,wave3,dual_nonbiased,20.0,15.0,0.0,0.0,0.0,0.0,30.0,15.0,0.0,0.0,0.0,25.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,20.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0
2391,wave3,dual_nonbiased,5.0,5.0,5.0,10.0,20.0,10.0,0.0,5.0,5.0,20.0,20.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574,wave3,dual_balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,20.0,20.0,0.0,0.0,20.0,20.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
511,wave3,dual_opposition,0.0,20.0,0.0,15.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,20.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,20.0,0.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,wave3,dual_balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,40.0,15.0,8.0,0.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,8.0,0.0,10.0,10.0,10.0,30.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0
118,wave3,dual_balanced,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,25.0,10.0,0.0,30.0,0.0,0.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0
1129,wave3,dual_opposition,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
2018,wave3,dual_nonbiased,0.0,5.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,40.0,40.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0
409,wave3,dual_opposition,0.0,30.0,0.0,20.0,0.0,0.0,10.0,10.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,15.0,0.0,0.0
1206,wave3,dual_opposition,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,20.0,20.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
181,wave3,dual_opposition,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,10.0,10.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,5.0,5.0
512,wave3,dual_balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,25.0,10.0,15.0,0.0,0.0,0.0,10.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,15.0
2055,wave3,dual_balanced,5.0,10.0,0.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,15.0,15.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,5.0,10.0,10.0,10.0,10.0,10.0,15.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1069,wave3,dual_nonbiased,5.0,5.0,5.0,5.0,10.0,10.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,6.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,7.0,7.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,6.0,6.0,20.0,20.0
1193,wave3,dual_nonbiased,25.0,20.0,0.0,0.0,0.0,0.0,30.0,15.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,15.0,15.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2156,wave3,dual_nonbiased,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,0.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2299,wave3,dual_nonbiased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,15.0,0.0,0.0,0.0,0.0,20.0,15.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,0.0,0.0
1041,wave3,dual_nonbiased,0.0,0.0,0.0,0.0,0.0,0.0,30.0,20.0,5.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,5.0,10.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,20.0,10.0,5.0
1847,wave3,dual_balanced,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,25.0,5.0,0.0,0.0,0.0,0.0
1950,wave3,dual_nonbiased,30.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,10.0,0.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,30.0,10.0,20.0,10.0,15.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1169,wave3,dual_balanced,10.0,15.0,10.0,15.0,10.0,15.0,0.0,0.0,10.0,10.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0
2319,wave3,dual_opposition,0.0,0.0,0.0,25.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,30.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,12.0,5.0,8.0,0.0,5.0,5.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,5.0,5.0,5.0,0.0,0.0
1022,wave3,dual_opposition,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,5.0,5.0,10.0,10.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,10.0
1681,wave3,dual_balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,40.0,10.0,20.0,10.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1499,wave3,dual_nonbiased,0.0,30.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,20.0,15.0,20.0,0.0,20.0,15.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1247,wave3,dual_balanced,10.0,10.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,10.0,20.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
257,wave3,dual_opposition,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,20.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,5.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,10.0,10.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0
370,wave3,dual_opposition,0.0,20.0,0.0,0.0,0.0,0.0,5.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,5.0,15.0,5.0,0.0,0.0,0.0,0.0,10.0,10.0,20.0,0.0,0.0,0.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
1490,wave3,dual_opposition,20.0,20.0,20.0,20.0,20.0,20.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
143,wave3,dual_balanced,5.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,20.0,25.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,5.0,5.0
1189,wave3,dual_balanced,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646,wave3,dual_nonbiased,10.0,10.0,10.0,10.0,0.0,10.0,15.0,10.0,0.0,10.0,10.0,15.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,5.0,5.0,10.0,0.0,10.0,10.0,10.0,5.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
496,wave3,dual_nonbiased,20.0,10.0,0.0,0.0,20.0,10.0,10.0,10.0,0.0,0.0,20.0,20.0,0.0,0.0,20.0,30.0,0.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1562,wave3,dual_nonbiased,0.0,0.0,0.0,15.0,0.0,0.0,30.0,15.0,13.0,0.0,0.0,20.0,12.0,10.0,5.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,5.0,10.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0
51,wave3,dual_balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,22.0,22.0,0.0,0.0,8.0,8.0,0.0,0.0
77,wave3,dual_nonbiased,0.0,0.0,0.0,15.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,40.0,15.0,20.0,10.0,5.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,wave3,dual_nonbiased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,20.0,15.0,30.0,15.0,20.0,15.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
