participantId,dual_condition,wave,session_id,n_followup_turns,followup_words,length_per_round,status,behavioral,cognitive,emotional,autonomy,social_presence,overall,overall_label
760,dual_nonbiased,wave1,10,1,20,20.0,ok,2,2,2,3.0,1,2.0,Moderate
761,dual_nonbiased,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
762,dual_nonbiased,wave3,17,1,9,9.0,ok,1,1,2,2.0,1,1.4,Low
765,dual_nonbiased,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
766,dual_nonbiased,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
768,dual_balanced,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
769,dual_nonbiased,wave3,17,1,12,12.0,ok,1,1,1,1.0,0,0.8,Low
770,dual_balanced,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
771,dual_balanced,wave2,14,2,15,7.5,ok,2,2,2,2.0,1,1.8,Moderate
772,dual_opposition,wave2,14,1,42,42.0,ok,2,2,2,3.0,1,2.0,Moderate
774,dual_opposition,wave2,14,1,7,7.0,ok,1,1,1,1.0,1,1.0,Low
776,dual_opposition,wave3,17,1,4,4.0,ok,1,1,1,1.0,0,0.8,Low
777,dual_opposition,wave2,14,1,9,9.0,ok,1,1,2,1.0,1,1.2,Low
783,dual_opposition,wave3,17,4,52,13.0,ok,3,3,2,3.0,2,2.6,High
786,dual_balanced,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
787,dual_nonbiased,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
788,dual_opposition,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
798,dual_balanced,wave3,17,1,13,13.0,ok,2,2,2,2.0,1,1.8,Moderate
799,dual_opposition,wave1,10,1,12,12.0,ok,1,2,2,2.0,1,1.6,Moderate
806,dual_nonbiased,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
808,dual_balanced,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
809,dual_opposition,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
810,dual_balanced,wave2,14,1,2,2.0,ok,0,1,1,1.0,0,0.6,Low
816,dual_opposition,wave2,14,1,33,33.0,ok,2,2,2,1.0,1,1.6,Moderate
821,dual_nonbiased,wave1,8,3,137,45.666666666666664,ok,3,3,2,3.0,1,2.4,Moderate
822,dual_balanced,wave1,10,1,4,4.0,ok,1,1,2,1.0,1,1.2,Low
827,dual_opposition,wave1,8,1,4,4.0,ok,1,1,2,2.0,1,1.4,Low
828,dual_balanced,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
829,dual_balanced,wave1,8,1,14,14.0,ok,1,1,1,1.0,0,0.8,Low
832,dual_nonbiased,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
834,dual_balanced,wave2,14,2,17,8.5,ok,1,2,2,3.0,0,1.6,Moderate
837,dual_nonbiased,wave1,11,1,25,25.0,ok,2,2,2,1.0,1,1.6,Moderate
838,dual_balanced,wave3,17,1,14,14.0,ok,1,1,1,2.0,0,1.0,Low
839,dual_opposition,wave2,14,2,8,4.0,ok,1,1,1,1.0,1,1.0,Low
840,dual_opposition,wave2,14,1,21,21.0,ok,2,2,2,2.0,1,1.8,Moderate
842,dual_opposition,wave3,17,2,16,8.0,ok,2,1,1,1.0,0,1.0,Low
843,dual_nonbiased,wave3,17,1,6,6.0,ok,1,1,1,1.0,0,0.8,Low
844,dual_balanced,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
845,dual_opposition,wave2,14,1,8,8.0,ok,2,1,2,1.0,1,1.4,Low
848,dual_nonbiased,wave3,17,1,10,10.0,ok,1,1,2,2.0,1,1.4,Low
849,dual_nonbiased,wave2,14,2,20,10.0,ok,2,1,2,1.0,2,1.6,Moderate
851,dual_opposition,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
852,dual_balanced,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
853,dual_balanced,wave1,8,1,2,2.0,ok,0,1,1,2.0,0,0.8,Low
858,dual_nonbiased,wave2,14,1,6,6.0,ok,1,1,2,1.0,1,1.2,Low
859,dual_balanced,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
862,dual_opposition,wave1,2,3,25,8.333333333333334,ok,3,2,3,3.0,2,2.6,High
864,dual_opposition,wave1,11,0,0,,no_followup,0,0,0,,0,0.0,
868,dual_nonbiased,wave1,11,2,21,10.5,ok,1,1,3,1.0,2,1.6,Moderate
872,dual_opposition,wave2,14,1,5,5.0,ok,1,1,1,0.0,0,0.6,Low
875,dual_nonbiased,wave3,17,1,6,6.0,ok,1,1,1,2.0,0,1.0,Low
878,dual_nonbiased,wave3,17,1,17,17.0,ok,2,2,1,2.0,1,1.6,Moderate
879,dual_opposition,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
885,dual_nonbiased,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
886,dual_nonbiased,wave2,14,1,17,17.0,ok,2,1,2,1.0,0,1.2,Low
887,dual_balanced,wave3,17,1,13,13.0,ok,1,1,1,1.0,1,1.0,Low
891,dual_opposition,wave1,11,1,6,6.0,ok,1,1,2,1.0,0,1.0,Low
892,dual_nonbiased,wave3,17,2,41,20.5,ok,3,2,3,1.0,2,2.2,Moderate
897,dual_balanced,wave3,17,1,8,8.0,ok,1,1,1,1.0,0,0.8,Low
899,dual_opposition,wave2,14,2,40,20.0,ok,3,3,2,2.0,1,2.2,Moderate
900,dual_balanced,wave1,8,2,15,7.5,ok,2,1,2,1.0,1,1.4,Low
901,dual_balanced,wave1,11,1,7,7.0,ok,1,1,1,1.0,0,0.8,Low
904,dual_opposition,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
905,dual_balanced,wave2,14,2,27,13.5,ok,2,2,2,2.0,1,1.8,Moderate
908,dual_opposition,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
909,dual_balanced,wave2,14,1,11,11.0,ok,1,1,1,1.0,0,0.8,Low
910,dual_opposition,wave3,17,1,7,7.0,ok,1,1,1,1.0,0,0.8,Low
911,dual_nonbiased,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
912,dual_nonbiased,wave1,11,0,0,,no_followup,0,0,0,,0,0.0,
920,dual_nonbiased,wave2,14,2,84,42.0,ok,3,3,2,2.0,1,2.2,Moderate
922,dual_balanced,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
923,dual_opposition,wave2,14,1,12,12.0,ok,2,1,2,1.0,0,1.2,Low
925,dual_nonbiased,wave3,17,4,32,8.0,ok,3,2,2,3.0,1,2.2,Moderate
930,dual_nonbiased,wave2,14,1,7,7.0,ok,1,1,2,1.0,1,1.2,Low
931,dual_balanced,wave1,10,0,0,,no_followup,0,0,0,,0,0.0,
932,dual_nonbiased,wave1,11,0,0,,no_followup,0,0,0,,0,0.0,
935,dual_opposition,wave3,17,1,8,8.0,ok,1,1,2,1.0,0,1.0,Low
936,dual_balanced,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
939,dual_nonbiased,wave1,8,1,13,13.0,ok,1,1,1,1.0,0,0.8,Low
943,dual_nonbiased,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
945,dual_nonbiased,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
946,dual_opposition,wave1,8,2,26,13.0,ok,2,1,3,2.0,2,2.0,Moderate
948,dual_opposition,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
952,dual_nonbiased,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
954,dual_balanced,wave1,11,1,7,7.0,ok,1,2,1,2.0,0,1.2,Low
955,dual_opposition,wave1,10,0,0,,no_followup,0,0,0,,0,0.0,
957,dual_opposition,wave2,14,4,54,13.5,ok,3,3,2,3.0,1,2.4,Moderate
958,dual_balanced,wave1,8,1,10,10.0,ok,1,1,1,1.0,1,1.0,Low
960,dual_opposition,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
963,dual_nonbiased,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
966,dual_nonbiased,wave1,8,1,22,22.0,ok,2,1,2,1.0,1,1.4,Low
968,dual_nonbiased,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
969,dual_nonbiased,wave2,14,1,4,4.0,ok,1,0,1,0.0,0,0.4,Very Low
970,dual_opposition,wave1,11,0,0,,no_followup,0,0,0,,0,0.0,
977,dual_opposition,wave3,17,1,15,15.0,ok,2,2,1,1.0,1,1.4,Low
978,dual_nonbiased,wave2,14,1,10,10.0,ok,1,2,2,1.0,1,1.4,Low
981,dual_balanced,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
986,dual_balanced,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
990,dual_nonbiased,wave3,17,3,52,17.333333333333332,ok,3,2,2,2.0,1,2.0,Moderate
992,dual_nonbiased,wave3,17,1,7,7.0,ok,1,1,2,1.0,1,1.2,Low
997,dual_balanced,wave2,14,1,6,6.0,ok,1,1,1,1.0,0,0.8,Low
998,dual_opposition,wave2,14,2,33,16.5,ok,3,2,2,1.0,1,1.8,Moderate
1003,dual_nonbiased,wave1,8,1,49,49.0,ok,2,2,2,1.0,1,1.6,Moderate
1008,dual_opposition,wave1,11,1,10,10.0,ok,1,1,2,1.0,1,1.2,Low
1010,dual_balanced,wave2,14,1,15,15.0,ok,2,2,2,2.0,1,1.8,Moderate
1013,dual_opposition,wave1,10,1,6,6.0,ok,1,1,1,1.0,0,0.8,Low
1014,dual_nonbiased,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1016,dual_balanced,wave2,14,1,11,11.0,ok,1,1,1,3.0,0,1.2,Low
1018,dual_nonbiased,wave2,14,1,44,44.0,ok,2,2,2,3.0,1,2.0,Moderate
1020,dual_nonbiased,wave1,10,1,10,10.0,ok,1,1,1,1.0,0,0.8,Low
1022,dual_opposition,wave3,17,1,14,14.0,ok,2,1,1,2.0,1,1.4,Low
1026,dual_nonbiased,wave2,14,1,8,8.0,ok,1,1,1,1.0,1,1.0,Low
1027,dual_balanced,wave2,14,3,35,11.666666666666666,ok,3,3,2,2.0,1,2.2,Moderate
1029,dual_balanced,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1031,dual_balanced,wave3,17,2,28,14.0,ok,2,2,2,1.0,1,1.6,Moderate
1034,dual_nonbiased,wave3,17,2,31,15.5,ok,3,2,2,3.0,2,2.4,Moderate
1036,dual_opposition,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
1037,dual_nonbiased,wave2,14,1,6,6.0,ok,1,1,1,2.0,0,1.0,Low
1038,dual_nonbiased,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1039,dual_opposition,wave2,14,2,12,6.0,ok,2,1,1,1.0,1,1.2,Low
1041,dual_nonbiased,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1042,dual_nonbiased,wave3,17,1,11,11.0,ok,1,1,1,1.0,1,1.0,Low
1043,dual_nonbiased,wave3,17,1,8,8.0,ok,1,1,1,1.0,1,1.0,Low
1044,dual_opposition,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1046,dual_opposition,wave3,17,1,9,9.0,ok,1,2,1,2.0,0,1.2,Low
1047,dual_opposition,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
1051,dual_nonbiased,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1052,dual_balanced,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1053,dual_balanced,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1054,dual_nonbiased,wave2,14,2,30,15.0,ok,3,2,2,1.0,2,2.0,Moderate
1055,dual_nonbiased,wave3,17,2,38,19.0,ok,3,2,2,3.0,1,2.2,Moderate
1056,dual_balanced,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1062,dual_opposition,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1063,dual_balanced,wave3,17,1,6,6.0,ok,1,2,1,1.0,1,1.2,Low
1067,dual_opposition,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1068,dual_balanced,wave1,10,1,30,30.0,ok,2,2,1,2.0,0,1.4,Low
1069,dual_nonbiased,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1072,dual_balanced,wave1,10,0,0,,no_followup,0,0,0,,0,0.0,
1075,dual_nonbiased,wave1,8,2,25,12.5,ok,2,2,2,2.0,1,1.8,Moderate
1076,dual_nonbiased,wave3,17,2,21,10.5,ok,3,2,2,2.0,1,2.0,Moderate
1077,dual_nonbiased,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1081,dual_opposition,wave1,10,0,0,,no_followup,0,0,0,,0,0.0,
1082,dual_balanced,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1084,dual_balanced,wave3,17,1,28,28.0,ok,2,2,1,2.0,0,1.4,Low
1085,dual_balanced,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1086,dual_opposition,wave1,8,2,22,11.0,ok,1,1,2,2.0,2,1.6,Moderate
1092,dual_nonbiased,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1094,dual_opposition,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
1095,dual_opposition,wave3,17,2,26,13.0,ok,2,2,2,2.0,2,2.0,Moderate
1098,dual_nonbiased,wave1,10,1,40,40.0,ok,2,2,1,2.0,1,1.6,Moderate
1107,dual_opposition,wave1,8,1,8,8.0,ok,1,1,2,1.0,0,1.0,Low
1112,dual_opposition,wave3,17,1,22,22.0,ok,2,1,2,1.0,1,1.4,Low
1114,dual_balanced,wave3,17,1,15,15.0,ok,2,1,1,1.0,1,1.2,Low
1115,dual_nonbiased,wave1,11,1,6,6.0,ok,1,1,1,1.0,0,0.8,Low
1126,dual_nonbiased,wave3,17,1,5,5.0,ok,1,1,2,1.0,1,1.2,Low
1129,dual_opposition,wave3,17,1,9,9.0,ok,1,2,2,2.0,1,1.6,Moderate
1131,dual_balanced,wave1,10,0,0,,no_followup,0,0,0,,0,0.0,
1139,dual_opposition,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1142,dual_balanced,wave1,2,1,14,14.0,ok,1,1,1,1.0,0,0.8,Low
1143,dual_balanced,wave3,17,1,14,14.0,ok,1,1,2,1.0,1,1.2,Low
1144,dual_opposition,wave3,17,1,40,40.0,ok,2,2,2,2.0,1,1.8,Moderate
1145,dual_nonbiased,wave1,8,1,10,10.0,ok,1,1,1,2.0,1,1.2,Low
1147,dual_nonbiased,wave3,17,1,6,6.0,ok,1,1,1,1.0,0,0.8,Low
1149,dual_opposition,wave2,14,2,88,44.0,ok,3,3,2,2.0,1,2.2,Moderate
1151,dual_opposition,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1152,dual_nonbiased,wave1,10,1,18,18.0,ok,2,2,2,3.0,1,2.0,Moderate
1155,dual_balanced,wave2,14,3,30,10.0,ok,3,2,2,3.0,1,2.2,Moderate
1157,dual_balanced,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1158,dual_nonbiased,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1159,dual_opposition,wave3,17,1,9,9.0,ok,1,2,2,2.0,1,1.6,Moderate
1161,dual_opposition,wave1,6,3,46,15.333333333333334,ok,2,2,2,2.0,1,1.8,Moderate
1162,dual_opposition,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1163,dual_balanced,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1166,dual_nonbiased,wave1,10,2,42,21.0,ok,3,3,2,3.0,1,2.4,Moderate
1167,dual_balanced,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
1168,dual_balanced,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1169,dual_balanced,wave3,17,1,12,12.0,ok,1,2,2,2.0,1,1.6,Moderate
1180,dual_balanced,wave1,10,1,12,12.0,ok,1,1,2,3.0,2,1.8,Moderate
1181,dual_opposition,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1182,dual_balanced,wave3,17,1,7,7.0,ok,1,1,2,2.0,1,1.4,Low
1183,dual_balanced,wave2,14,1,13,13.0,ok,1,2,2,1.0,1,1.4,Low
1186,dual_balanced,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1187,dual_opposition,wave1,10,0,0,,no_followup,0,0,0,,0,0.0,
1188,dual_nonbiased,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1189,dual_balanced,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1193,dual_nonbiased,wave3,17,1,9,9.0,ok,1,1,1,1.0,0,0.8,Low
1194,dual_balanced,wave2,14,1,15,15.0,ok,2,1,1,1.0,0,1.0,Low
1195,dual_nonbiased,wave2,14,1,10,10.0,ok,1,1,2,1.0,0,1.0,Low
1197,dual_opposition,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1202,dual_opposition,wave1,10,0,0,,no_followup,0,0,0,,0,0.0,
1206,dual_opposition,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1207,dual_opposition,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1208,dual_opposition,wave2,14,1,7,7.0,ok,1,1,1,1.0,0,0.8,Low
1212,dual_opposition,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1214,dual_opposition,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1219,dual_balanced,wave2,14,1,25,25.0,ok,2,2,2,1.0,1,1.6,Moderate
1221,dual_opposition,wave3,17,1,28,28.0,ok,2,2,2,2.0,1,1.8,Moderate
1224,dual_opposition,wave1,8,2,69,34.5,ok,3,3,2,2.0,1,2.2,Moderate
1225,dual_balanced,wave2,14,4,20,5.0,ok,1,1,2,2.0,2,1.6,Moderate
1226,dual_balanced,wave1,6,1,11,11.0,ok,1,1,1,2.0,0,1.0,Low
1231,dual_nonbiased,wave1,8,1,17,17.0,ok,2,2,2,2.0,0,1.6,Moderate
1235,dual_opposition,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
1240,dual_balanced,wave1,11,0,0,,no_followup,0,0,0,,0,0.0,
1242,dual_nonbiased,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1245,dual_opposition,wave3,17,1,24,24.0,ok,2,3,2,3.0,0,2.0,Moderate
1246,dual_balanced,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1247,dual_balanced,wave3,17,1,5,5.0,ok,1,1,1,1.0,0,0.8,Low
1248,dual_nonbiased,wave1,8,1,7,7.0,ok,1,1,1,2.0,0,1.0,Low
1249,dual_opposition,wave3,17,2,18,9.0,ok,3,1,2,1.0,0,1.4,Low
1252,dual_balanced,wave2,14,2,25,12.5,ok,2,2,2,1.0,0,1.4,Low
1253,dual_nonbiased,wave3,17,1,13,13.0,ok,1,1,1,1.0,0,0.8,Low
1255,dual_opposition,wave3,17,2,29,14.5,ok,3,2,2,2.0,1,2.0,Moderate
1263,dual_balanced,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1264,dual_nonbiased,wave1,10,1,20,20.0,ok,2,2,2,2.0,0,1.6,Moderate
1265,dual_opposition,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1266,dual_nonbiased,wave2,14,3,43,14.333333333333334,ok,3,3,2,3.0,1,2.4,Moderate
1268,dual_opposition,wave2,14,1,19,19.0,ok,2,2,2,1.0,1,1.6,Moderate
1272,dual_nonbiased,wave2,14,2,50,25.0,ok,3,3,2,2.0,1,2.2,Moderate
1274,dual_opposition,wave1,6,2,46,23.0,ok,3,3,2,2.0,0,2.0,Moderate
1275,dual_nonbiased,wave2,14,1,13,13.0,ok,1,1,2,2.0,1,1.4,Low
1277,dual_nonbiased,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1278,dual_balanced,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1279,dual_balanced,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
1280,dual_opposition,wave3,17,1,7,7.0,ok,1,1,1,1.0,0,0.8,Low
1282,dual_nonbiased,wave1,8,1,12,12.0,ok,1,2,2,2.0,1,1.6,Moderate
1285,dual_opposition,wave2,14,1,14,14.0,ok,1,1,2,1.0,1,1.2,Low
1288,dual_opposition,wave2,14,3,29,9.666666666666666,ok,3,3,2,3.0,1,2.4,High
1291,dual_opposition,wave1,8,1,5,5.0,ok,1,0,2,0.0,1,0.8,Low
1292,dual_opposition,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1293,dual_balanced,wave3,17,2,28,14.0,ok,2,2,3,2.0,2,2.2,Moderate
1295,dual_opposition,wave3,17,1,33,33.0,ok,2,2,2,1.0,1,1.6,Moderate
1297,dual_balanced,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1299,dual_nonbiased,wave1,8,1,25,25.0,ok,2,2,2,2.0,1,1.8,Moderate
1300,dual_balanced,wave1,10,2,12,6.0,ok,1,1,1,2.0,0,1.0,Low
1301,dual_nonbiased,wave2,14,1,32,32.0,ok,2,2,2,2.0,1,1.8,Moderate
1303,dual_opposition,wave1,11,1,11,11.0,ok,1,2,2,1.0,0,1.2,Low
1304,dual_opposition,wave1,11,1,33,33.0,ok,2,2,3,3.0,2,2.4,Moderate
1305,dual_opposition,wave3,17,2,28,14.0,ok,3,2,2,2.0,1,2.0,Moderate
1310,dual_balanced,wave2,14,4,40,10.0,ok,3,2,1,1.0,0,1.4,Low
1317,dual_nonbiased,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1319,dual_opposition,wave2,14,1,8,8.0,ok,1,1,1,1.0,1,1.0,Low
1323,dual_opposition,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
1324,dual_nonbiased,wave2,14,1,14,14.0,ok,2,2,2,2.0,1,1.8,Moderate
1325,dual_balanced,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1326,dual_nonbiased,wave1,8,1,18,18.0,ok,2,2,1,2.0,1,1.6,Moderate
1328,dual_opposition,wave3,17,1,20,20.0,ok,2,1,1,1.0,0,1.0,Low
1330,dual_opposition,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
1331,dual_opposition,wave3,17,1,11,11.0,ok,1,2,1,2.0,0,1.2,Low
1333,dual_nonbiased,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1334,dual_balanced,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
1339,dual_balanced,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1340,dual_balanced,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1345,dual_nonbiased,wave1,11,1,31,31.0,ok,2,2,2,2.0,1,1.8,Moderate
1352,dual_opposition,wave3,17,1,13,13.0,ok,1,1,1,1.0,0,0.8,Low
1353,dual_opposition,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1356,dual_nonbiased,wave1,8,1,7,7.0,ok,1,1,1,1.0,0,0.8,Low
1357,dual_opposition,wave1,11,2,58,29.0,ok,3,2,2,1.0,2,2.0,Moderate
1360,dual_opposition,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
1361,dual_opposition,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1367,dual_balanced,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1368,dual_opposition,wave3,17,1,11,11.0,ok,1,1,1,1.0,0,0.8,Low
1370,dual_nonbiased,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1372,dual_nonbiased,wave1,6,4,33,8.25,ok,3,2,2,3.0,1,2.2,High
1373,dual_nonbiased,wave1,10,0,0,,no_followup,0,0,0,,0,0.0,
1377,dual_nonbiased,wave2,14,1,11,11.0,ok,1,1,1,1.0,0,0.8,Low
1378,dual_opposition,wave3,17,1,55,55.0,ok,2,2,2,1.0,0,1.4,Low
1380,dual_nonbiased,wave3,17,1,7,7.0,ok,1,1,2,1.0,0,1.0,Low
1381,dual_opposition,wave3,17,2,26,13.0,ok,3,3,2,3.0,1,2.4,Moderate
1382,dual_nonbiased,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
1387,dual_balanced,wave1,8,1,56,56.0,ok,2,2,2,2.0,1,1.8,Moderate
1388,dual_balanced,wave3,17,1,7,7.0,ok,1,1,1,1.0,0,0.8,Low
1389,dual_opposition,wave3,17,1,14,14.0,ok,1,1,1,2.0,0,1.0,Low
1393,dual_nonbiased,wave2,14,1,28,28.0,ok,2,2,1,2.0,1,1.6,Moderate
1394,dual_nonbiased,wave1,10,0,0,,no_followup,0,0,0,,0,0.0,
1395,dual_balanced,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1398,dual_nonbiased,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
1399,dual_nonbiased,wave3,17,1,22,22.0,ok,2,1,1,2.0,0,1.2,Low
1400,dual_balanced,wave1,8,1,17,17.0,ok,2,1,2,1.0,1,1.4,Low
1401,dual_opposition,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
1402,dual_balanced,wave3,17,2,16,8.0,ok,2,1,2,1.0,0,1.2,Low
1412,dual_nonbiased,wave3,17,1,11,11.0,ok,1,1,2,1.0,1,1.2,Low
1413,dual_opposition,wave3,17,1,6,6.0,ok,1,1,1,1.0,1,1.0,Low
1415,dual_balanced,wave2,14,1,12,12.0,ok,1,2,1,1.0,1,1.2,Low
1418,dual_nonbiased,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1422,dual_nonbiased,wave2,14,2,26,13.0,ok,3,2,2,2.0,1,2.0,Moderate
1424,dual_balanced,wave1,10,0,0,,no_followup,0,0,0,,0,0.0,
1425,dual_balanced,wave1,8,1,14,14.0,ok,1,2,1,3.0,0,1.4,Low
1426,dual_balanced,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1428,dual_balanced,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1429,dual_balanced,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
1430,dual_balanced,wave3,17,2,76,38.0,ok,3,3,2,2.0,1,2.2,Moderate
1435,dual_nonbiased,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1436,dual_balanced,wave3,17,1,21,21.0,ok,2,2,2,1.0,1,1.6,Moderate
1437,dual_opposition,wave3,17,1,15,15.0,ok,2,2,2,2.0,1,1.8,Moderate
1444,dual_opposition,wave3,17,3,93,31.0,ok,3,3,2,3.0,2,2.6,High
1445,dual_balanced,wave2,14,1,8,8.0,ok,1,1,2,1.0,0,1.0,Low
1446,dual_nonbiased,wave3,17,1,3,3.0,ok,1,1,2,1.0,0,1.0,Low
1448,dual_opposition,wave3,17,1,81,81.0,ok,2,2,1,2.0,1,1.6,Moderate
1449,dual_opposition,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1451,dual_balanced,wave3,17,1,10,10.0,ok,1,0,2,1.0,1,1.0,Low
1454,dual_opposition,wave2,14,1,12,12.0,ok,1,1,1,2.0,0,1.0,Low
1455,dual_nonbiased,wave1,11,0,0,,no_followup,0,0,0,,0,0.0,
1459,dual_opposition,wave2,14,1,8,8.0,ok,1,1,2,2.0,1,1.4,Low
1460,dual_balanced,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
1468,dual_opposition,wave3,17,1,10,10.0,ok,1,1,2,1.0,1,1.2,Low
1471,dual_balanced,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1474,dual_nonbiased,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1476,dual_nonbiased,wave1,11,1,20,20.0,ok,2,2,1,2.0,0,1.4,Low
1482,dual_nonbiased,wave2,14,1,7,7.0,ok,1,1,1,1.0,1,1.0,Low
1483,dual_opposition,wave1,11,1,16,16.0,ok,2,2,2,1.0,1,1.6,Moderate
1485,dual_nonbiased,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
1486,dual_balanced,wave1,2,0,0,,no_followup,0,0,0,,0,0.0,
