ExperimentType,UID,NID,PrePerformance,PostPerformance,PerceivedImproveCode,AIInterMean,UStanceLabel,UIdeo,AICorrectness
Single_AI_Biased,345,8,0.9,0.8,2,Moderately meaningful,Strong Democrat,Slightly liberal,1
Single_AI_Biased,345,15,1,0.9,2,Moderately meaningful,Strong Democrat,Slightly liberal,0.3
Single_AI_Biased,348,1,1,1,5,Extremely meaningful,Strong Republican,Conservative,0.5
Single_AI_Biased,348,8,0.9,1,5,Extremely meaningful,Strong Republican,Conservative,1
Single_AI_Biased,348,14,0.9,1,5,Extremely meaningful,Strong Republican,Conservative,0.8
Single_AI_Biased,351,6,0.30000000000000004,0.9,4,Very meaningful,Somewhat Republican,Conservative,1
Single_AI_Biased,351,12,0.8,1,4,Very meaningful,Somewhat Republican,Conservative,0.5
Single_AI_Biased,351,18,0.8,0.7,4,Very meaningful,Somewhat Republican,Conservative,0.5
Single_AI_Biased,354,6,0.19999999999999996,0.7,1,Slightly meaningful,Strong Republican,Conservative,1
Single_AI_Biased,354,7,0.9,0.7,1,Slightly meaningful,Strong Republican,Conservative,0.8
Single_AI_Biased,354,15,0.9,0.9,1,Slightly meaningful,Strong Republican,Conservative,0.5
Single_AI_Biased,357,2,1,1,2,Slightly meaningful,Somewhat Republican,Slightly conservative,1
Single_AI_Biased,357,7,0.5,0.5,2,Slightly meaningful,Somewhat Republican,Slightly conservative,0.1999999999999999
Single_AI_Biased,357,14,0.5,0.5,2,Slightly meaningful,Somewhat Republican,Slightly conservative,0.8
Single_AI_Biased,363,5,0.7,1,3,Very meaningful,Independent,Moderate,1
Single_AI_Biased,363,8,0.8,0.9,3,Very meaningful,Independent,Moderate,1
Single_AI_Biased,363,15,0.5,0.9,3,Very meaningful,Independent,Moderate,0.3
Single_AI_Biased,366,2,0.5,0.7,2,Slightly meaningful,Strong Democrat,Liberal,1
Single_AI_Biased,366,11,0,0.6,2,Slightly meaningful,Strong Democrat,Liberal,0.3
Single_AI_Biased,366,18,1,0.7,2,Slightly meaningful,Strong Democrat,Liberal,0.5
Single_AI_Biased,369,4,0.30000000000000004,0.8,4,Very meaningful,Somewhat Democrat,Slightly liberal,0.5
Single_AI_Biased,369,12,0.8,0.9,4,Very meaningful,Somewhat Democrat,Slightly liberal,0.8
Single_AI_Biased,369,15,0.9,0.5,4,Very meaningful,Somewhat Democrat,Slightly liberal,0.5
Single_AI_Biased,378,1,0.6,0.5,4,Very meaningful,Somewhat Democrat,Slightly liberal,0.5
Single_AI_Biased,378,7,0.6,0,4,Very meaningful,Somewhat Democrat,Slightly liberal,0
Single_AI_Biased,378,17,0.30000000000000004,0.5,4,Very meaningful,Somewhat Democrat,Slightly liberal,0.1999999999999999
Single_AI_Biased,381,6,0.5,1,3,Moderately meaningful,Strong Republican,Conservative,1
Single_AI_Biased,381,7,1,1,3,Moderately meaningful,Strong Republican,Conservative,0.5
Single_AI_Biased,381,13,0.5,1,3,Moderately meaningful,Strong Republican,Conservative,1
Single_AI_Biased,393,2,0.5,0.8,3,Moderately meaningful,Independent,Moderate,0.8
Single_AI_Biased,393,12,0.5,0.8,3,Moderately meaningful,Independent,Moderate,0.7
Single_AI_Biased,393,17,0.30000000000000004,0.19999999999999996,3,Moderately meaningful,Independent,Moderate,0.3
Single_AI_Biased,402,3,0.8,0.09999999999999998,4,Very meaningful,Independent,Moderate,0
Single_AI_Biased,402,12,0.5,0.8,4,Very meaningful,Independent,Moderate,0.8
Single_AI_Biased,402,14,0.5,0.9,4,Very meaningful,Independent,Moderate,0.9
Single_AI_Biased,408,2,0.8,0.7,3,Slightly meaningful,Strong Democrat,Extremely liberal,1
Single_AI_Biased,408,8,0.8,1,3,Slightly meaningful,Strong Democrat,Extremely liberal,0.5
Single_AI_Biased,408,16,1,1,3,Slightly meaningful,Strong Democrat,Extremely liberal,1
Single_AI_Biased,411,5,0.5,0.6,5,Very meaningful,Somewhat Democrat,Liberal,0.8
Single_AI_Biased,411,11,0,0,5,Very meaningful,Somewhat Democrat,Liberal,0
Single_AI_Biased,411,18,0.7,0.6,5,Very meaningful,Somewhat Democrat,Liberal,0.5
Single_AI_Biased,414,6,0.9,0.9,4,Very meaningful,Independent,Liberal,1
Single_AI_Biased,414,12,0.30000000000000004,0.5,4,Very meaningful,Independent,Liberal,0.5
Single_AI_Biased,414,14,0.8,1,4,Very meaningful,Independent,Liberal,0.9
Single_AI_Biased,417,5,0.7,0.6,3,Moderately meaningful,Somewhat Democrat,Slightly liberal,0.7
Single_AI_Biased,417,7,0.5,0.5,3,Moderately meaningful,Somewhat Democrat,Slightly liberal,0.5
Single_AI_Biased,417,14,0.5,0.5,3,Moderately meaningful,Somewhat Democrat,Slightly liberal,0.5
Single_AI_Biased,420,3,0.09999999999999998,0,2,Moderately meaningful,Strong Republican,Conservative,0
Single_AI_Biased,420,9,0.09999999999999998,0.9,2,Moderately meaningful,Strong Republican,Conservative,1
Single_AI_Biased,420,18,0.7,0.7,2,Moderately meaningful,Strong Republican,Conservative,0.8
Single_AI_Biased,423,2,0.09999999999999998,0.8,3,Very meaningful,Somewhat Democrat,Liberal,1
Single_AI_Biased,423,8,1,1,3,Very meaningful,Somewhat Democrat,Liberal,1
Single_AI_Biased,423,18,0.6,0.5,3,Very meaningful,Somewhat Democrat,Liberal,0.5
Single_AI_Biased,426,4,0.09999999999999998,0.9,4,Very meaningful,Independent,Slightly conservative,1
Single_AI_Biased,426,7,0.19999999999999996,0,4,Very meaningful,Independent,Slightly conservative,0
Single_AI_Biased,426,14,0.19999999999999996,0.09999999999999998,4,Very meaningful,Independent,Slightly conservative,0.9
Single_AI_Biased,429,4,0.5,0.7,2,Slightly meaningful,Independent,Slightly liberal,1
Single_AI_Biased,429,9,0.8,0.9,2,Slightly meaningful,Independent,Slightly liberal,1
Single_AI_Biased,429,16,0.30000000000000004,0.8,2,Slightly meaningful,Independent,Slightly liberal,0.5
Single_AI_Biased,432,5,0.6,1,3,Very meaningful,Independent,Liberal,0.7
Single_AI_Biased,432,9,1,0.9,3,Very meaningful,Independent,Liberal,1
Single_AI_Biased,432,14,0.5,0.9,3,Very meaningful,Independent,Liberal,0.9
Single_AI_Biased,435,4,0.30000000000000004,0.5,1,Not meaningful at all,Somewhat Democrat,Slightly liberal,1
Single_AI_Biased,435,10,0.8,0.19999999999999996,1,Not meaningful at all,Somewhat Democrat,Slightly liberal,1
Single_AI_Biased,435,18,1,1,1,Not meaningful at all,Somewhat Democrat,Slightly liberal,0.5
Single_AI_Biased,438,6,0.19999999999999996,0.19999999999999996,1,Slightly meaningful,Strong Republican,Extremely conservative,1
Single_AI_Biased,438,8,0.7,0.30000000000000004,1,Slightly meaningful,Strong Republican,Extremely conservative,1
Single_AI_Biased,438,17,0.7,0.9,1,Slightly meaningful,Strong Republican,Extremely conservative,0.7
Single_AI_Biased,444,4,0.09999999999999998,1,5,Extremely meaningful,Strong Republican,Conservative,1
Single_AI_Biased,444,11,1,1,5,Extremely meaningful,Strong Republican,Conservative,0.5
Single_AI_Biased,444,17,0,0.5,5,Extremely meaningful,Strong Republican,Conservative,0.5
Single_AI_Biased,447,6,0.4,0.09999999999999998,2,Slightly meaningful,Somewhat Republican,Slightly conservative,1
Single_AI_Biased,447,11,0.9,1,2,Slightly meaningful,Somewhat Republican,Slightly conservative,0.1999999999999999
Single_AI_Biased,447,17,0.4,0.30000000000000004,2,Slightly meaningful,Somewhat Republican,Slightly conservative,0.1999999999999999
Single_AI_Biased,450,2,0.30000000000000004,0.9,4,Very meaningful,Somewhat Democrat,Liberal,0.8
Single_AI_Biased,450,10,0.19999999999999996,0,4,Very meaningful,Somewhat Democrat,Liberal,1
Single_AI_Biased,450,14,0.5,0.8,4,Very meaningful,Somewhat Democrat,Liberal,0.8
Single_AI_Biased,453,2,0.09999999999999998,0.30000000000000004,3,Moderately meaningful,Strong Republican,Conservative,1
Single_AI_Biased,453,10,0.9,1,3,Moderately meaningful,Strong Republican,Conservative,0.9
Single_AI_Biased,453,14,0.5,0.7,3,Moderately meaningful,Strong Republican,Conservative,0.8
Single_AI_Biased,456,1,0.6,0.7,3,Moderately meaningful,Independent,Slightly liberal,0.5
Single_AI_Biased,456,9,0.5,0.8,3,Moderately meaningful,Independent,Slightly liberal,1
Single_AI_Biased,456,18,1,0.5,3,Moderately meaningful,Independent,Slightly liberal,0.8
Single_AI_Biased,462,2,0.8,0.9,1,Moderately meaningful,Strong Republican,Extremely conservative,1
Single_AI_Biased,462,7,0.9,0.8,1,Moderately meaningful,Strong Republican,Extremely conservative,0
Single_AI_Biased,462,14,0.5,0.7,1,Moderately meaningful,Strong Republican,Extremely conservative,0.9
Single_AI_Biased,465,6,0.4,0.8,3,Very meaningful,Independent,Moderate,1
Single_AI_Biased,465,10,0.6,0.8,3,Very meaningful,Independent,Moderate,1
Single_AI_Biased,465,18,0.9,0.7,3,Very meaningful,Independent,Moderate,0.5
Single_AI_Biased,468,3,0.09999999999999998,0,3,Moderately meaningful,Strong Republican,Extremely conservative,0
Single_AI_Biased,468,7,1,0.9,3,Moderately meaningful,Strong Republican,Extremely conservative,0.1999999999999999
Single_AI_Biased,468,18,1,0.6,3,Moderately meaningful,Strong Republican,Extremely conservative,0.5
Single_AI_Biased,471,4,0.30000000000000004,0.8,2,Moderately meaningful,Independent,Moderate,1
Single_AI_Biased,471,10,0.7,0.8,2,Moderately meaningful,Independent,Moderate,1
Single_AI_Biased,471,18,0.7,1,2,Moderately meaningful,Independent,Moderate,0.5
Single_AI_Biased,474,2,0.5,0.8,3,Moderately meaningful,Independent,Slightly liberal,1
Single_AI_Biased,474,7,0.5,0.19999999999999996,3,Moderately meaningful,Independent,Slightly liberal,0.0999999999999999
Single_AI_Biased,474,14,0.5,0.8,3,Moderately meaningful,Independent,Slightly liberal,0.8
Single_AI_Biased,480,6,0.5,0.9,3,Slightly meaningful,Somewhat Democrat,Moderate,1
Single_AI_Biased,480,11,1,0.19999999999999996,3,Slightly meaningful,Somewhat Democrat,Moderate,0
Single_AI_Biased,480,16,0.5,0.8,3,Slightly meaningful,Somewhat Democrat,Moderate,0.7
Single_AI_Biased,483,6,0.5,1,4,Very meaningful,Somewhat Republican,Slightly liberal,1
Single_AI_Biased,483,7,0.9,0.8,4,Very meaningful,Somewhat Republican,Slightly liberal,0.0999999999999999
Single_AI_Biased,483,13,0.8,1,4,Very meaningful,Somewhat Republican,Slightly liberal,0.9
Single_AI_Biased,486,4,0.7,1,5,Very meaningful,Somewhat Democrat,Slightly conservative,1
Single_AI_Biased,486,12,0.19999999999999996,0.9,5,Very meaningful,Somewhat Democrat,Slightly conservative,0.8
Single_AI_Biased,486,13,0.5,0.8,5,Very meaningful,Somewhat Democrat,Slightly conservative,1
Single_AI_Biased,489,6,0.7,0.8,4,Moderately meaningful,Strong Republican,Conservative,1
Single_AI_Biased,489,11,0.19999999999999996,0.8,4,Moderately meaningful,Strong Republican,Conservative,0.5
Single_AI_Biased,489,15,0.5,0.5,4,Moderately meaningful,Strong Republican,Conservative,0.1999999999999999
Single_AI_Biased,492,5,0.7,0.7,3,Moderately meaningful,Strong Democrat,Liberal,0.8
Single_AI_Biased,492,12,0.5,0.7,3,Moderately meaningful,Strong Democrat,Liberal,1
Single_AI_Biased,492,13,0.8,0.9,3,Moderately meaningful,Strong Democrat,Liberal,0.8
Single_AI_Biased,495,4,0.19999999999999996,1,4,Very meaningful,Independent,Slightly liberal,1
Single_AI_Biased,495,8,0.7,0.9,4,Very meaningful,Independent,Slightly liberal,1
Single_AI_Biased,495,17,0.09999999999999998,0.09999999999999998,4,Very meaningful,Independent,Slightly liberal,0.7
Single_AI_Biased,498,2,0.7,0.9,3,Moderately meaningful,Somewhat Republican,Conservative,1
Single_AI_Biased,498,9,0.5,0.9,3,Moderately meaningful,Somewhat Republican,Conservative,1
Single_AI_Biased,498,15,0.8,0.09999999999999998,3,Moderately meaningful,Somewhat Republican,Conservative,0.3
Single_AI_Biased,501,5,1,1,1,Slightly meaningful,Somewhat Republican,Conservative,0.8
Single_AI_Biased,501,9,0.8,0.8,1,Slightly meaningful,Somewhat Republican,Conservative,1
Single_AI_Biased,501,13,0.9,1,1,Slightly meaningful,Somewhat Republican,Conservative,0.8
Single_AI_Biased,504,6,0.5,0.7,3,Slightly meaningful,Strong Democrat,Extremely liberal,1
Single_AI_Biased,504,8,0.5,0.09999999999999998,3,Slightly meaningful,Strong Democrat,Extremely liberal,1
Single_AI_Biased,504,14,0.5,0.9,3,Slightly meaningful,Strong Democrat,Extremely liberal,1
Single_AI_Biased,507,6,0.5,0.5,2,Slightly meaningful,Independent,Liberal,1
Single_AI_Biased,507,7,0.5,0.5,2,Slightly meaningful,Independent,Liberal,0
Single_AI_Biased,507,15,0.5,0.5,2,Slightly meaningful,Independent,Liberal,0.1999999999999999
Single_AI_Biased,510,2,0.30000000000000004,0.30000000000000004,3,Moderately meaningful,Strong Republican,Conservative,0.8
Single_AI_Biased,510,9,0.8,0.8,3,Moderately meaningful,Strong Republican,Conservative,1
Single_AI_Biased,510,18,1,0.7,3,Moderately meaningful,Strong Republican,Conservative,0.5
Single_AI_Biased,513,6,0.30000000000000004,0.7,3,Moderately meaningful,Independent,Slightly conservative,1
Single_AI_Biased,513,9,0.9,0.9,3,Moderately meaningful,Independent,Slightly conservative,1
Single_AI_Biased,513,14,0.5,0.9,3,Moderately meaningful,Independent,Slightly conservative,0.9
Single_AI_Biased,516,1,0.5,0.6,2,Slightly meaningful,Strong Democrat,Liberal,0.5
Single_AI_Biased,516,7,0.8,0.5,2,Slightly meaningful,Strong Democrat,Liberal,0.1999999999999999
Single_AI_Biased,516,17,0.30000000000000004,0.30000000000000004,2,Slightly meaningful,Strong Democrat,Liberal,0.7
Single_AI_Biased,519,5,0.7,0.7,4,Very meaningful,Somewhat Republican,Conservative,1
Single_AI_Biased,519,8,0.8,0.9,4,Very meaningful,Somewhat Republican,Conservative,1
Single_AI_Biased,519,18,0.8,0.9,4,Very meaningful,Somewhat Republican,Conservative,0.5
Single_AI_Biased,522,6,0.19999999999999996,0.5,3,Moderately meaningful,Strong Republican,Conservative,0.5
Single_AI_Biased,522,8,0.5,0.5,3,Moderately meaningful,Strong Republican,Conservative,1
Single_AI_Biased,522,17,0.8,0.7,3,Moderately meaningful,Strong Republican,Conservative,0.5
Single_AI_Biased,525,6,0.5,1,3,Extremely meaningful,Strong Republican,Extremely conservative,1
Single_AI_Biased,525,9,0.9,1,3,Extremely meaningful,Strong Republican,Extremely conservative,1
Single_AI_Biased,525,16,0,0,3,Extremely meaningful,Strong Republican,Extremely conservative,0.8
Single_AI_Biased,531,5,0.6,0.5,2,Not meaningful at all,Independent,Extremely conservative,0.7
Single_AI_Biased,531,7,1,1,2,Not meaningful at all,Independent,Extremely conservative,0.5
Single_AI_Biased,531,13,1,1,2,Not meaningful at all,Independent,Extremely conservative,0.8
Single_AI_Biased,534,1,0.7,0.6,3,Moderately meaningful,Independent,Moderate,0.5
Single_AI_Biased,534,7,0.30000000000000004,0.09999999999999998,3,Moderately meaningful,Independent,Moderate,0.1999999999999999
Single_AI_Biased,534,14,0.5,0.8,3,Moderately meaningful,Independent,Moderate,1
Single_AI_Biased,540,2,0.5,0.7,2,Slightly meaningful,Independent,Extremely liberal,1
Single_AI_Biased,540,10,0.19999999999999996,0.8,2,Slightly meaningful,Independent,Extremely liberal,1
Single_AI_Biased,540,16,0.8,0.9,2,Slightly meaningful,Independent,Extremely liberal,0.5
Single_AI_Biased,543,5,0.5,0.5,3,Moderately meaningful,Somewhat Republican,Slightly conservative,0.8
Single_AI_Biased,543,8,0.5,1,3,Moderately meaningful,Somewhat Republican,Slightly conservative,1
Single_AI_Biased,543,14,0.5,0.8,3,Moderately meaningful,Somewhat Republican,Slightly conservative,0.9
Single_AI_Biased,549,2,0.8,0.9,3,Moderately meaningful,Independent,Moderate,0.9
Single_AI_Biased,549,8,0.9,0.9,3,Moderately meaningful,Independent,Moderate,1
Single_AI_Biased,549,18,1,0.7,3,Moderately meaningful,Independent,Moderate,0.5
Single_AI_Biased,558,5,1,0.7,4,Extremely meaningful,Somewhat Republican,Conservative,0.7
Single_AI_Biased,558,7,0.7,0.09999999999999998,4,Extremely meaningful,Somewhat Republican,Conservative,0
Single_AI_Biased,558,15,0.5,0.8,4,Extremely meaningful,Somewhat Republican,Conservative,0.3
Single_AI_Biased,561,6,0.5,0.5,1,Not meaningful at all,Independent,Moderate,1
Single_AI_Biased,561,11,0.5,0.30000000000000004,1,Not meaningful at all,Independent,Moderate,0
Single_AI_Biased,561,16,0.5,0.7,1,Not meaningful at all,Independent,Moderate,0.8
Single_AI_Biased,564,5,0.8,1,5,Very meaningful,Independent,Moderate,0.7
Single_AI_Biased,564,10,0.30000000000000004,0,5,Very meaningful,Independent,Moderate,0
Single_AI_Biased,564,18,0.8,0.6,5,Very meaningful,Independent,Moderate,0.5
Single_AI_Biased,567,6,0.4,0.9,3,Moderately meaningful,Independent,Extremely liberal,0.8
Single_AI_Biased,567,8,0.4,0.5,3,Moderately meaningful,Independent,Extremely liberal,0.5
Single_AI_Biased,567,18,0.9,0.7,3,Moderately meaningful,Independent,Extremely liberal,0.6
Single_AI_Biased,570,4,0.4,0.09999999999999998,2,Slightly meaningful,Somewhat Democrat,Liberal,0.5
Single_AI_Biased,570,10,0.7,0.9,2,Slightly meaningful,Somewhat Democrat,Liberal,1
Single_AI_Biased,570,16,0.8,1,2,Slightly meaningful,Somewhat Democrat,Liberal,1
Single_AI_Biased,573,3,0.19999999999999996,0.09999999999999998,3,Very meaningful,Strong Republican,Extremely conservative,0
Single_AI_Biased,573,12,0.5,0.7,3,Very meaningful,Strong Republican,Extremely conservative,0.8
Single_AI_Biased,573,15,0.5,0.5,3,Very meaningful,Strong Republican,Extremely conservative,0.5
Single_AI_Biased,579,6,0.09999999999999998,1,5,Very meaningful,Somewhat Republican,Conservative,1
Single_AI_Biased,579,9,1,1,5,Very meaningful,Somewhat Republican,Conservative,1
Single_AI_Biased,579,13,0.8,1,5,Very meaningful,Somewhat Republican,Conservative,0.8
Single_AI_Biased,585,6,0.5,0.7,3,Moderately meaningful,Somewhat Democrat,Slightly liberal,1
Single_AI_Biased,585,11,0.09999999999999998,0,3,Moderately meaningful,Somewhat Democrat,Slightly liberal,0
Single_AI_Biased,585,18,1,0.7,3,Moderately meaningful,Somewhat Democrat,Slightly liberal,0.8
Single_AI_Biased,588,3,0.5,0.09999999999999998,2,Slightly meaningful,Somewhat Democrat,Slightly liberal,0.9
Single_AI_Biased,588,7,0.6,0.5,2,Slightly meaningful,Somewhat Democrat,Slightly liberal,0.5
Single_AI_Biased,588,17,0.5,0.5,2,Slightly meaningful,Somewhat Democrat,Slightly liberal,0.5
Single_AI_Biased,591,6,0.5,0.8,3,Moderately meaningful,Independent,Moderate,1
Single_AI_Biased,591,8,0.7,0.9,3,Moderately meaningful,Independent,Moderate,1
Single_AI_Biased,591,18,0.7,0.5,3,Moderately meaningful,Independent,Moderate,0.5
Single_AI_Biased,597,1,0.8,1,3,Slightly meaningful,Strong Democrat,Extremely liberal,0.5
Single_AI_Biased,597,10,0.7,1,3,Slightly meaningful,Strong Democrat,Extremely liberal,0
Single_AI_Biased,597,18,1,0.8,3,Slightly meaningful,Strong Democrat,Extremely liberal,0.5
Single_AI_Biased,600,6,0.19999999999999996,0.7,3,Moderately meaningful,Independent,Moderate,1
Single_AI_Biased,600,8,0.8,0.19999999999999996,3,Moderately meaningful,Independent,Moderate,0.5
Single_AI_Biased,600,14,0.7,0.8,3,Moderately meaningful,Independent,Moderate,0.5
Single_AI_Biased,603,3,0.5,0.19999999999999996,5,Very meaningful,Strong Republican,Conservative,0
Single_AI_Biased,603,7,0.5,0.19999999999999996,5,Very meaningful,Strong Republican,Conservative,0.0999999999999999
Single_AI_Biased,603,18,0.7,0.5,5,Very meaningful,Strong Republican,Conservative,0.5
Single_AI_Biased,606,1,0.6,0.6,3,Moderately meaningful,Strong Republican,Conservative,0.5
Single_AI_Biased,606,12,0.19999999999999996,0.9,3,Moderately meaningful,Strong Republican,Conservative,0.8
Single_AI_Biased,606,13,0.9,0.9,3,Moderately meaningful,Strong Republican,Conservative,0.8
Single_AI_Biased,609,3,0.5,0.19999999999999996,3,Moderately meaningful,Independent,Liberal,1
Single_AI_Biased,609,11,0.30000000000000004,0.19999999999999996,3,Moderately meaningful,Independent,Liberal,0.5
Single_AI_Biased,609,15,0.5,0.19999999999999996,3,Moderately meaningful,Independent,Liberal,0
Single_AI_Biased,612,5,1,0.6,4,Moderately meaningful,Somewhat Republican,Conservative,0.7
Single_AI_Biased,612,8,0.7,0.09999999999999998,4,Moderately meaningful,Somewhat Republican,Conservative,0.5
Single_AI_Biased,612,18,1,0.5,4,Moderately meaningful,Somewhat Republican,Conservative,0.5
Single_AI_Biased,618,4,0.7,0.9,3,Very meaningful,Strong Republican,Extremely conservative,0.8
Single_AI_Biased,618,9,0.9,1,3,Very meaningful,Strong Republican,Extremely conservative,1
Single_AI_Biased,618,16,0.19999999999999996,0.9,3,Very meaningful,Strong Republican,Extremely conservative,1
Single_AI_Biased,624,3,0.5,0,4,Very meaningful,Strong Democrat,Liberal,1
Single_AI_Biased,624,11,0.7,0.30000000000000004,4,Very meaningful,Strong Democrat,Liberal,0.5
Single_AI_Biased,624,14,0.5,1,4,Very meaningful,Strong Democrat,Liberal,1
Single_AI_Biased,627,3,0.9,0.7,4,Very meaningful,Strong Republican,Extremely conservative,0
Single_AI_Biased,627,9,1,1,4,Very meaningful,Strong Republican,Extremely conservative,1
Single_AI_Biased,627,17,0.5,0.5,4,Very meaningful,Strong Republican,Extremely conservative,0.1999999999999999
Single_AI_Biased,630,6,0.19999999999999996,0.8,3,Moderately meaningful,Somewhat Republican,Conservative,1
Single_AI_Biased,630,12,0.19999999999999996,0.8,3,Moderately meaningful,Somewhat Republican,Conservative,0.7
Single_AI_Biased,630,17,0.5,0.09999999999999998,3,Moderately meaningful,Somewhat Republican,Conservative,0.1999999999999999
Single_AI_Biased,633,4,0.7,1,5,Very meaningful,Independent,Moderate,1
Single_AI_Biased,633,12,0.7,1,5,Very meaningful,Independent,Moderate,0.7
Single_AI_Biased,633,18,0.8,0.5,5,Very meaningful,Independent,Moderate,0.5
Single_AI_Biased,636,2,0.5,0.5,1,Slightly meaningful,Somewhat Democrat,Moderate,1
Single_AI_Biased,636,9,0.9,1,1,Slightly meaningful,Somewhat Democrat,Moderate,1
Single_AI_Biased,636,15,0.5,0.5,1,Slightly meaningful,Somewhat Democrat,Moderate,0.1999999999999999
Single_AI_Biased,639,3,0.6,0.09999999999999998,5,Extremely meaningful,Independent,Moderate,0
Single_AI_Biased,639,10,0.19999999999999996,0,5,Extremely meaningful,Independent,Moderate,1
Single_AI_Biased,639,18,1,0.5,5,Extremely meaningful,Independent,Moderate,0.5
Single_AI_Biased,642,2,0.5,0.9,4,Very meaningful,Somewhat Republican,Conservative,0.9
Single_AI_Biased,642,11,1,1,4,Very meaningful,Somewhat Republican,Conservative,0.5
Single_AI_Biased,642,17,0.19999999999999996,0.5,4,Very meaningful,Somewhat Republican,Conservative,0.7
Single_AI_Biased,645,2,0.5,0.7,4,Moderately meaningful,Independent,Moderate,0.8
Single_AI_Biased,645,12,0.5,0.8,4,Moderately meaningful,Independent,Moderate,0.8
Single_AI_Biased,645,17,0.30000000000000004,0.19999999999999996,4,Moderately meaningful,Independent,Moderate,0.5
Single_AI_Biased,654,2,0.19999999999999996,0.5,3,Moderately meaningful,Independent,Moderate,1
Single_AI_Biased,654,8,0.19999999999999996,0.09999999999999998,3,Moderately meaningful,Independent,Moderate,1
Single_AI_Biased,654,16,0,1,3,Moderately meaningful,Independent,Moderate,1
Single_AI_Biased,657,1,0.8,1,4,Moderately meaningful,Independent,Slightly conservative,0.7
Single_AI_Biased,657,10,0.5,0.7,4,Moderately meaningful,Independent,Slightly conservative,1
Single_AI_Biased,657,14,0.5,0.7,4,Moderately meaningful,Independent,Slightly conservative,0.9
Single_AI_Biased,660,3,0.5,0.19999999999999996,3,Moderately meaningful,Somewhat Democrat,Liberal,0.0999999999999999
Single_AI_Biased,660,8,0.5,0.09999999999999998,3,Moderately meaningful,Somewhat Democrat,Liberal,1
Single_AI_Biased,660,16,0.8,1,3,Moderately meaningful,Somewhat Democrat,Liberal,1
Single_AI_Biased,663,2,0.5,0.8,2,Moderately meaningful,Somewhat Republican,Conservative,0.8
Single_AI_Biased,663,12,0.5,0.8,2,Moderately meaningful,Somewhat Republican,Conservative,1
Single_AI_Biased,663,13,0.9,0.9,2,Moderately meaningful,Somewhat Republican,Conservative,0.8
Single_AI_Biased,675,5,0.6,0.5,2,Slightly meaningful,Independent,Moderate,0.7
Single_AI_Biased,675,10,1,1,2,Slightly meaningful,Independent,Moderate,1
Single_AI_Biased,675,17,0,0,2,Slightly meaningful,Independent,Moderate,0.1999999999999999
Single_AI_Biased,678,3,0.19999999999999996,0,2,Slightly meaningful,Somewhat Republican,Slightly conservative,0
Single_AI_Biased,678,7,0.9,0.5,2,Slightly meaningful,Somewhat Republican,Slightly conservative,1
Single_AI_Biased,678,16,0.7,0.9,2,Slightly meaningful,Somewhat Republican,Slightly conservative,1
Single_AI_Biased,684,2,0.5,1,4,Moderately meaningful,Somewhat Democrat,Moderate,0.9
Single_AI_Biased,684,10,0.9,1,4,Moderately meaningful,Somewhat Democrat,Moderate,1
Single_AI_Biased,684,17,0.5,0.5,4,Moderately meaningful,Somewhat Democrat,Moderate,0.5
Single_AI_Biased,690,6,0,0.7,5,Extremely meaningful,Independent,Slightly liberal,1
Single_AI_Biased,690,12,0.8,0.9,5,Extremely meaningful,Independent,Slightly liberal,1
Single_AI_Biased,690,18,1,0.6,5,Extremely meaningful,Independent,Slightly liberal,0.7
Single_AI_Biased,693,2,1,1,5,Extremely meaningful,Independent,Moderate,1
Single_AI_Biased,693,7,0.5,0,5,Extremely meaningful,Independent,Moderate,0
Single_AI_Biased,693,13,1,1,5,Extremely meaningful,Independent,Moderate,0.8
Single_AI_Biased,696,5,0.7,0.7,1,Slightly meaningful,Independent,Moderate,1
Single_AI_Biased,696,8,0.9,0.9,1,Slightly meaningful,Independent,Moderate,1
Single_AI_Biased,696,15,0.5,0.5,1,Slightly meaningful,Independent,Moderate,0.3
Single_AI_Biased,702,3,0.19999999999999996,0.09999999999999998,5,Very meaningful,Somewhat Republican,Conservative,1
Single_AI_Biased,702,8,0.9,0.9,5,Very meaningful,Somewhat Republican,Conservative,0.5
Single_AI_Biased,702,15,0.5,0.19999999999999996,5,Very meaningful,Somewhat Republican,Conservative,0
Single_AI_Biased,708,4,0.7,0.9,3,Moderately meaningful,Strong Republican,Extremely conservative,1
Single_AI_Biased,708,9,0.8,0.9,3,Moderately meaningful,Strong Republican,Extremely conservative,1
Single_AI_Biased,708,17,0.7,0.5,3,Moderately meaningful,Strong Republican,Extremely conservative,0.5
Single_AI_Biased,717,3,0.19999999999999996,0,4,Extremely meaningful,Strong Democrat,Extremely liberal,0.9
Single_AI_Biased,717,11,0.8,0.9,4,Extremely meaningful,Strong Democrat,Extremely liberal,0.5
Single_AI_Biased,717,17,0.19999999999999996,0.5,4,Extremely meaningful,Strong Democrat,Extremely liberal,0.5
Single_AI_Biased,720,4,0.8,1,3,Moderately meaningful,Strong Republican,Conservative,0.7
Single_AI_Biased,720,7,0.7,0.5,3,Moderately meaningful,Strong Republican,Conservative,0.5
Single_AI_Biased,720,15,0.9,0.5,3,Moderately meaningful,Strong Republican,Conservative,0.1999999999999999
Single_AI_Biased,726,5,0.7,1,3,Moderately meaningful,Independent,Extremely liberal,0.8
Single_AI_Biased,726,11,0.19999999999999996,0.09999999999999998,3,Moderately meaningful,Independent,Extremely liberal,0
